Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSMUSG00000120387,Gm56530,0.0511262693053047,1.644596023870303,0.0000000046501135686060375,0.016263219962429742,-1.644596023870303,0.0000000046501135686060375
ENSMUSG00000120409,Gm56519,0.018678699641812783,1.5519797642591788,0.000005545563395596927,0.006283516803666036,-1.5519797642591788,0.000005545563395596927
ENSMUSG00000112545,1300014J16Rik,0.010780278078989092,1.5112168953475944,0.00010646488454321597,0.0036961863550976685,-1.5112168953475944,0.00010646488454321597
ENSMUSG00000097729,2310015A10Rik,0.029458977720801874,2.4148769334824873,0.00000000000004813225073646784,0.005421073320809914,-2.4148769334824873,0.00000000000004813225073646784
ENSMUSG00000015143,Actn1,0.8986055559109818,0.8556703138656525,0.00045856816406524394,0.49652103370145345,-0.8556703138656525,0.00045856816406520404
ENSMUSG00000112852,Gm47767,0.0026683856631161116,1.1714994870167033,0.10575333771517123,0.0011088559065293006,-1.1714994870167033,0.10575333771517123
ENSMUSG00000112336,Gm47766,0.001601031397869667,0.47105976887561063,0.6353833057846586,0.0011088559065293006,-0.47105976887561063,0.6353833057846586
ENSMUSG00000049106,Dcaf5,0.42352617244978924,1.1476348685756785,0.00000225882864920885,0.19109283455854945,-1.1476348685756785,0.0000022588286492087216
ENSMUSG00000112278,Gm30025,0.01718440367046776,0.12161061122434358,0.8093533172902745,0.015770395115083383,-0.12161061122434358,0.8093533172902745
ENSMUSG00000032705,Exd2,0.0928598210764407,0.2857211731475737,0.3715425395480027,0.07614143891501197,-0.2857211731475737,0.3715425395480027
ENSMUSG00000112701,2310002D06Rik,0.001174089691771089,0.20802536304181807,0.9732708063921691,0.0009856496946927115,-0.20802536304181807,0.9732708063921691
ENSMUSG00000097801,Gm26777,0.0004269417060985779,0.11491595865033588,1,0.0003696186355097668,-0.11491595865033588,1
ENSMUSG00000021130,Galnt16,0.005443506752756868,0.539231271517191,0.3614234344201346,0.0036961863550976685,-0.539231271517191,0.3614234344201346
ENSMUSG00000021131,Erh,0.607324576925227,-1.6416887194442917,0.0000000000012715148630523352,1.8952811566822478,1.6416887194442917,0.0000000000012715148630523352
ENSMUSG00000112288,Gm47879,0.001174089691771089,-0.08148125415316798,1,0.0012320621183658895,0.08148125415316798,1
ENSMUSG00000048833,Slc39a9,0.13864931905551317,0.25770052206600713,0.4136620948196179,0.1159370453382302,-0.25770052206600713,0.4136620948195943
ENSMUSG00000044062,Plekhd1os,0.0005336771326232224,0.7929878637629741,0.6404698053937327,0.00024641242367317786,-0.7929878637629741,0.6404698053937327
