"PX_Cd0_Rep1"	"PX_Cd0_Rep2"	"PX_Cd0_Rep3"	"WT_Cd0_Rep1"	"WT_Cd0_Rep3"
"AT1G02140"	72.1169770524174	64.4783118038772	62.6275398013641	69.4420956700137	57.7134408767952
"AT1G02145"	8.12329214372759	9.38189797311763	9.01230824219664	8.69556241805188	8.0475214690204
"AT1G02150"	19.8760957096502	20.4623602285295	20.6721446369964	25.4504855936765	27.4400681844104
"AT1G02160"	9.0621960294069	9.47314948010725	9.27462085574911	8.97682897103876	8.82488342421401
"AT1G02170"	10.2670665116748	9.47907398526454	10.3261776437165	10.1915456744085	8.39275346262426
"AT1G02180"	2.72794427148381	3.02515962993884	3.01864302401837	3.23831265764658	2.8504346113191
"AT1G02205"	2.5142657786475	3.15854112346608	2.49681474556546	3.84601858906794	3.83586114132755
"AT1G02220"	9.33206477039614	10.2468260137739	9.21951493538884	6.63625368792634	6.33288858040172
"AT1G02230"	1.09857860238275	0.914645874465819	1.18547271745363	1.05592634508293	0.574583138030201
"AT1G02260"	3.4220240831309	3.92545665880766	4.50528809353488	3.6488959573819	4.67454363391474
"AT1G02270"	6.46433748182969	6.82985659079762	6.54097572897398	7.15756989667154	7.63982765010527
"AT1G02280"	25.0577409503607	24.8594799240491	25.908349534722	26.98913233331	28.2056898910806
"AT1G02290"	3.93332689293815	4.35129559309468	4.12123779520476	4.51180122454	4.51385402756644
"AT1G02300"	5.2048545145574	6.54215806894043	8.50874096911519	6.18235327630224	9.93595071434456
"AT1G02305"	44.4998067533089	40.1299188340332	42.2795198295698	42.1521334304858	42.0923553259531
"AT1G02310"	1.22964687906418	1.22899832321297	1.14286603212063	1.32231887692102	1.24241131621384
"AT1G02330"	11.414591159237	10.8857822187947	10.6907213255675	10.4170084433557	9.61862626190957
"AT1G02335"	8.76421596123128	3.19003899451645	3.08424381779326	9.03185934020988	2.74725115498735
"AT1G02340"	2.36635786620903	1.54170004460079	1.64222452766166	1.73575483377884	1.51591849561879
"AT1G02360"	18.3330089790067	12.1459851141444	12.5396146165351	12.0200184864433	8.01768620466998
"AT1G02370"	3.29725961033611	2.8088591931557	3.24499919363979	2.71553986088695	2.54660921670176
"AT1G02380"	1.85326610776026	1.75926511299999	1.82603747311041	1.62611450360358	1.77508523988778
"AT1G02400"	5.78603284618664	4.78120484962783	4.82844668125099	5.73280111504766	4.52163480159871
"AT1G02410"	7.5831945628606	8.03375412322507	7.94115664873511	7.35868375920605	8.02659078558068
"AT1G02420"	2.18343860901082	2.56317201059647	2.17769951678433	2.27281986686203	2.03058577015956
"AT1G02430"	1.68424835034144	1.83711574147689	2.12667254397986	2.21936714556439	1.77633852769937
"AT1G02460"	0.615635524516777	0.681450252500175	0.792831322736572	0.503775038123595	0.595311245462748
"AT1G02470"	2.76749219088206	3.19676250220061	3.10036116029321	3.57171794268743	4.11084692547702
"AT1G02475"	9.13965415945638	10.7807998656952	10.0060361717722	11.2046509970382	12.7447170698365
"AT1G02500"	125.46967276675	128.604847876389	127.953571608034	123.288867613527	133.633718599328
"AT1G02520"	4.07445754675419	4.76800904950527	3.84523996309578	1.83560948979617	1.45633158655257
"AT1G02560"	50.0213374525784	51.3374884536762	49.0913467424556	74.5561738795138	72.0695573862533
"AT1G02570"	2.06293893352352	0.935138663331924	1.1102791312892	1.17627414103267	0.77154695080271
"AT1G02610"	2.07124190760375	1.94364254172243	1.60513202672495	1.15675152915895	1.47298781577047
"AT1G02640"	5.50115277659633	5.55075235594206	5.26198183173482	8.24728091850977	7.15768923006617
"AT1G02660"	2.33032045760568	1.94726297906935	2.22483207896093	2.56317450284471	2.55915408969043
"AT1G02670"	0.353646674318318	0.272748776805144	0.361175139094076	0.381773186124637	0.292481850631093
"AT1G02680"	7.12134707923059	6.28054643203183	6.70317696591357	6.54926616561738	6.4521587430878
"AT1G02690"	5.87364180908402	6.11621388439142	6.21463917825167	5.93932155678298	6.21307050845727
"AT1G02720"	1.38858460762392	1.55975236909911	1.78886331635445	1.53718324337531	1.82787978620405
"AT1G02730"	9.05091462541193	9.77577281014981	9.19410978518971	9.39915200323654	10.4874882493674
"AT1G02740"	4.37165402533766	4.37263912020946	4.72785620324935	4.55186544997315	3.58086430087948
"AT1G02750"	8.48701253126641	7.31862048576309	7.36163732519039	6.56178217983377	6.10909155701981
"AT1G02780"	441.76855352433	430.354038208352	427.113635691621	449.97510082848	391.511889098992
"AT1G02810"	5.96142906634072	6.11902852492726	6.34974053689783	6.1149819786058	5.03827283116698
"AT1G02816"	4.56140559356006	4.35728575251209	4.56257705073274	4.75206946702918	3.96775068969262
"AT1G02820"	2.20686070610915	2.22449977301097	2.03652811953781	2.27967603538951	1.4231051505098
"AT1G02840"	23.2192525131203	24.0066620040938	23.3104925452384	23.4018476532293	24.8633444234195
"AT1G02850"	18.6575058314798	19.9658465565712	19.6691575403191	10.7986527578014	11.1953394253364
"AT1G02860"	6.32054847224214	6.34378922134461	6.44527580688889	7.123856038192	6.2422379765566
"AT1G02870"	11.5968552292695	11.6737074505002	11.9314615454455	11.2580391830334	10.5712845406415
"AT1G02880"	5.78893311327746	5.57018333038712	5.77672361614627	5.09315376327625	4.77920045480269
"AT1G02890"	19.600913570142	21.4095846505011	21.13568687641	19.7053377743662	22.4123268979464
"AT1G02900"	24.4151825052285	19.6480749928733	18.5889754670784	24.2717999833509	17.9276517690995
"AT1G02910"	10.9191330273026	10.6554411777657	11.1958680451889	12.6987747985334	13.489905466095
"AT1G02920"	146.482877202984	133.317729383748	136.788122562563	66.9356485378672	45.5114547400335
"AT1G02930"	224.456676650052	183.039742767031	194.49149276281	137.709786852804	74.4400070190695
"AT1G02950"	4.27383086300676	2.28428092532327	2.75165490295705	5.03027729193892	2.95634878517312
"AT1G02952"	6.55452655229439	3.44090448902493	4.24686330635662	8.12651353548179	4.67098270835452
"AT1G02960"	4.23118455822594	5.33085843884684	5.25257168866544	4.90736320300065	5.39235236426349
"AT1G02970"	1.70244117049609	1.75038103948817	1.72354843900455	2.20843079443111	2.1022614830548
"AT1G02990"	3.65845477299835	4.51410685645153	4.13823908175488	3.50713185382525	4.54132169913378
"AT1G03000"	5.0361558204802	5.72838948172205	6.10130830148603	5.23282757501246	6.2602533096462
"AT1G03010"	1.62416238975627	1.52835423591954	1.43431288568169	1.95545866732743	1.93973352363475
"AT1G03030"	8.00525986205306	7.22879688195441	7.42543315562481	8.46616418318408	8.22823088871473
"AT1G03040"	14.4091738328382	13.0657527732849	13.8512295795742	13.1831033979308	12.2347299942862
"AT1G03055"	1.32172565520094	1.15335152637852	1.01989624666885	0.791321191680501	0.868470638733103
"AT1G03060"	7.79294689588512	12.4048444713484	12.0682460952561	7.89485034674439	12.5036199177237
"AT1G03080"	18.1453707748326	21.2642355075177	20.4094353563976	16.0350962216858	19.5833298999293
"AT1G03090"	6.19521409387044	6.56853030918002	6.36837951148731	5.83422171479474	6.73954879896189
"AT1G03100"	1.74872233598623	1.45114341409507	1.73618972581254	1.38729714613693	1.49162414183809
"AT1G03110"	6.01156364553414	5.6054765766604	5.64584797270077	6.32419593330632	4.53448235922545
"AT1G03130"	137.399686323606	115.884656202424	107.378381911714	240.87441250919	208.209277819919
"AT1G03140"	12.9372515677459	11.8973513216002	11.4139991966884	12.6626766370123	11.7672039530276
"AT1G03150"	12.6566749613882	10.3248873663537	11.6568809027396	13.8543758491904	10.746753851446
"AT1G03160"	10.1479236832365	12.4691152083078	12.6338961269846	11.9126213363449	14.145757419363
"AT1G03180"	1.03810361225864	1.03874440736111	1.23369060404994	1.29854179821807	1.1433096546765
"AT1G03190"	2.529671289546	3.14219330498632	2.7499071899909	2.54422987132609	2.77360758426774
"AT1G03200"	4.09613693877868	4.12943614161983	4.64815100006392	3.19094889357274	3.18910236770449
"AT1G03210"	11.5255442777836	12.8977879254671	13.0047482689399	12.3914445320898	11.6376552697494
"AT1G03220"	59.2944161986019	74.9589083976415	75.3337049429856	48.284974744284	56.811875418181
"AT1G03230"	8.25309530483014	7.76552648032921	7.93297694102888	9.18697251481036	8.28533180449919
"AT1G03250"	10.9527180600992	10.6178204562494	10.7399280107741	11.7186873917965	10.8781085059112
"AT1G03260"	4.63083940680914	4.6021799472059	4.23201854416538	5.16735595547751	4.41553448384462
"AT1G03270"	1.44188661759954	1.80603621452277	1.37785416613793	1.8776190478449	1.80066192773019
"AT1G03280"	7.75429780487594	7.84119287725973	8.14116665460123	7.13841903613815	7.81688803341243
"AT1G03290"	5.44359549481716	5.42824331843324	5.52821112234716	4.95235114867584	5.03559098764396
"AT1G03300"	1.48604510998017	1.45890399856467	1.59066977691209	1.57640786947948	1.55605034105472
"AT1G03310"	12.7634526186639	13.2176024446026	13.4447415086288	15.6778017518335	15.791295253371
"AT1G03330"	16.2268685052134	13.9959715065414	15.4456958169522	15.1681449167594	11.8294105550017
"AT1G03340"	1.90600382174491	1.61580186467594	1.69443147537831	1.52482643906611	1.64253759697021
"AT1G03350"	19.1871206174371	16.0889929574793	16.3619659077883	18.8285607034467	15.3631963352035
"AT1G03360"	5.55992625237243	5.17910227870092	5.40425022940765	5.5449586370229	4.48587615983539
"AT1G03365"	4.44737484370006	4.02481555382916	4.30896939233448	4.51655501520916	4.36889033936413
"AT1G03370"	6.00558345929784	7.00047217602578	6.65381393019724	5.90909177787585	5.85604723764329
"AT1G03380"	8.57805953760538	9.64557358880056	9.63798869504688	7.98233067710857	9.91369459353846
"AT1G03400"	5.20740113755422	5.02302826096219	5.40792909273604	3.97984481059151	3.74450368146752
"AT1G03410"	4.36602067222612	4.2625811785526	4.48825834474749	4.91596590436937	4.72447863732
"AT1G03430"	6.25873757294797	6.7814420988181	6.41096400902369	7.07778620882553	7.09003495564492
"AT1G03440"	3.79864076427773	3.56740754491704	3.46732868700933	3.03612985057931	3.56549012827456
"AT1G03457"	2.99219960199917	2.64917251628296	2.75515868564823	2.79865582898944	2.57464751827387
"AT1G03470"	1.73558377580904	2.11899302846156	1.55588836779593	1.93691758108897	1.69278980002332
"AT1G03475"	42.077799750217	37.0507786381948	37.3150611078147	52.8153908921912	44.550320272903
"AT1G03495"	2.80397393345381	4.08621624877698	4.00887364462162	1.63355667524479	2.62236647028785
"AT1G03506"	17.277536995791	17.1324524149586	15.5294546822059	21.5614679209254	18.265335071516
"AT1G03520"	1.66445895167873	2.2443792863733	2.30761737685282	1.89457400039858	2.53111744327306
"AT1G03530"	2.29277093286653	2.51097416784024	2.34967401278594	2.04966812904587	2.54225007733732
"AT1G03540"	0.709798880630251	0.941001459189711	0.854482280958701	0.753645398946811	1.00597004827721
"AT1G03545"	3.12550607181009	3.1221049445768	3.21382785830357	2.64567444354802	3.29561192749639
"AT1G03550"	4.47315029185167	4.53922315972587	4.77236282547761	3.94094878028011	4.85000294641514
"AT1G03560"	1.75688884611089	1.79894450545401	1.80295773265097	1.52442713743754	1.86911095631318
"AT1G03590"	5.92890747893884	5.30051944726157	5.93639474275852	6.02317031432342	5.75655332626228
"AT1G03600"	40.6414657652678	36.93342151183	38.1790757651689	62.9918695223676	51.3349940048138
"AT1G03610"	6.39334902946963	5.73410483411966	6.58420557331581	6.27183124629959	7.07477454123223
"AT1G03620"	0.677573444465982	0.820530487605784	0.674986934374042	0.787271567418964	0.787991893000382
"AT1G03630"	24.5684169495297	22.4957234200591	23.7324307080451	33.5910054235347	30.4567051926972
"AT1G03650"	2.06888590674636	1.81989044100646	1.83271938833612	1.47207779863717	1.55879891515601
"AT1G03660"	1.01528763058247	0.847153357003975	0.820528840987435	1.06641370041516	0.661016701839391
"AT1G03680"	45.7831403380817	43.5790373759433	45.8965974289558	59.3267056733343	55.2590250721303
"AT1G03687"	3.29227668830944	4.00919531235246	3.76654568058651	3.61984411311526	4.19053935788439
"AT1G03730"	6.52212855924653	5.53847553394745	5.47440768714583	6.14951386415065	5.77044417317156
"AT1G03740"	16.7847521888722	16.4780396353795	15.5409108372993	13.7670365415873	14.3333742797968
"AT1G03743"	35.2773472653335	35.1633062583511	32.3587822378112	38.2117125931956	30.1820351609097
"AT1G03746"	31.5161595054266	32.1196064785974	29.2465306532649	34.0227280575779	25.8855336850626
"AT1G03750"	2.545642660008	2.6624365042795	3.04074216184712	2.54436191490359	2.69608609906488
"AT1G03760"	5.25522711161398	5.21109741749999	5.22045879613547	5.1013465799165	4.78733049565207
"AT1G03770"	2.63876433999336	3.09922427004208	2.65102109362196	2.33433898659271	2.57671098049256
"AT1G03780"	4.09707663525466	4.07282895341602	4.13780342754027	4.56697265727035	4.22214838474503
"AT1G03820"	9.20425352410035	6.20685841397967	6.19786461535882	10.1254719584293	5.73495491747032
"AT1G03830"	2.26864406097492	2.49999718172074	2.49210772757304	2.13903451596483	2.52988271938352
"AT1G03840"	0.866799094273014	1.00533181020416	1.03279353058103	1.0567698135971	0.834302551493555
"AT1G03850"	7.70467913578186	6.34958178975593	5.61614484284383	6.38951133860735	4.73976816044005
"AT1G03860"	26.1671668782556	25.8345807784611	27.060988281078	28.8089748660518	25.6608328718242
"AT1G03870"	83.0946890663909	63.2018215619193	67.0075957353316	98.9224958861806	72.2633182368204
"AT1G03900"	38.0413978928496	38.2341235420252	36.9006916390547	38.8089020261952	37.9833239101279
"AT1G03905"	2.05481778593619	2.09625810095269	2.09568226225609	2.00729915843388	2.14436071542727
"AT1G03910"	11.4502999892259	11.830201891134	11.0659888364493	10.8155105216255	11.240206197856
"AT1G03920"	1.06859621183543	1.23943768795754	1.35223841684482	1.17002395550018	1.29657649414319
"AT1G03930"	10.7482249454741	10.1394071868685	10.0980616109643	10.9986661186548	11.5339605531974
"AT1G03935"	18.8171195003664	16.114682964565	16.1506328694941	18.6866055314687	20.8997583991385
"AT1G03940"	3.43743768444224	4.16261337518897	3.93766407486819	1.98864633744093	3.00335247558883
"AT1G03950"	8.99068023688529	8.20831559185947	7.55432827766661	8.22096829184455	7.06478685923713
"AT1G03960"	1.42481834629844	1.96200064570092	1.81085335541026	1.2763173839753	1.93203733926073
"AT1G03970"	10.030142826727	7.8252786440135	7.56140893442331	8.89319957335145	7.78106816128369
"AT1G03993"	10.5387157737055	10.6749549587601	10.0129509326588	9.4427190095322	11.0331521139845
"AT1G04000"	1.91465574825785	2.99346318618128	2.79383101835991	2.17146275194166	2.82197264423778
"AT1G04007"	11.9896788711249	13.8651853312257	12.226678434783	11.4455070804869	13.8605944407957
"AT1G04010"	2.70441213024273	2.9415786962668	2.89549562684636	3.18029632213201	3.60093787329802
"AT1G04013"	50.505313620644	44.1544356942838	43.6246705265437	51.416307689749	44.0594076528159
"AT1G04020"	3.76866620609245	4.09405969238966	4.22207049172473	4.05929410172584	4.33745053683396
"AT1G04023"	6.53933780983809	5.50058125689985	5.4861328086411	6.01597623884609	6.85269389221563
"AT1G04030"	64.0418711656926	54.2467274348801	55.2084678236143	67.8401234609118	54.7809432473028
"AT1G04040"	199.22991500737	173.327730595457	173.436124420286	216.790533663782	183.384002930888
"AT1G04047"	4.55388705344486	4.02481555382916	3.98428647733491	4.78320369287936	4.84476875372529
"AT1G04050"	1.02476738196735	1.09074281275598	1.05405070014505	0.972683719458679	1.08588832676796
"AT1G04053"	29.6880162661412	19.2513380642786	19.7984426656933	25.1519372762699	18.3461605161697
"AT1G04070"	7.07464192440655	6.4591484395268	6.48118415193454	6.93248066414103	5.93470669631366
"AT1G04073"	6.96226079679965	9.62731274106203	6.3204214056377	7.04449246987317	7.93492828895053
"AT1G04077"	4.13953971428892	3.75573296240318	4.00078127200708	4.73250762313595	4.79928624377474
"AT1G04080"	13.8107956316458	15.5173870405566	15.1323330976812	13.4096341969671	15.1736880988754
"AT1G04083"	22.0262936987926	23.9879007008218	22.3539441307317	24.3291763485933	24.6141356290664
"AT1G04097"	50.6196065898287	43.5790373759433	42.6495296317673	42.9759258332991	46.0305603244587
"AT1G04100"	2.78764875000216	3.09143580001047	2.74757370226001	2.80851307112207	2.61669937862933
"AT1G04105"	4.66470520043005	5.50658844429363	4.36910777253106	4.66628783363312	4.40905476324483
"AT1G04110"	1.86551083423486	1.43876879129455	1.55912511592541	2.11496292976845	1.12484529667288
"AT1G04117"	2.15368376748634	2.4228989154892	2.13048800413053	2.31285570884424	1.85418270028512
"AT1G04120"	19.6599024261609	21.2988178249224	21.0664789858982	18.3913182869289	19.9315218871608
"AT1G04130"	5.96482503200925	5.47696829814634	5.24572080606643	5.50265148687296	5.16708185168623
"AT1G04140"	23.7411140336659	25.3418110540037	26.4877105192942	22.8407359061702	26.9535065948618
"AT1G04147"	11.8311562012278	9.66148769636209	10.740461337222	10.90870670172	9.89330199294207
"AT1G04157"	7.80511308245503	8.32987752399902	7.7460919954843	7.2254874721679	8.82824528456609
"AT1G04160"	2.03431645088985	3.09011144944374	3.26127368539131	2.3409622900327	3.39901457359852
"AT1G04163"	1.9334878597957	1.56489200255389	1.61292580582742	1.25144334527001	1.16958035654701
"AT1G04170"	35.3040098704667	34.0970348276106	34.0166342796254	34.5510284692401	32.7539698760189
"AT1G04173"	3.50179550060295	5.0639019223014	4.90091319823733	4.06127159245863	5.76732087311868
"AT1G04180"	1.41696364328522	1.09183393435188	1.36826832672995	1.27976268815074	1.18604965338202
"AT1G04183"	5.71724384982597	5.558938074347	5.89701445062419	6.28553853703809	6.10577157487237
"AT1G04187"	7.21918661971318	8.0396191286687	6.55366165879659	8.28266090469879	7.18371853666615
"AT1G04190"	15.0400635032067	14.3205473020118	15.6258292951843	16.1501933113631	14.2775340428625
"AT1G04197"	10.3665221974746	8.85459421842416	8.01319861601824	10.996348639672	9.48392397944102
"AT1G04200"	8.16577619394309	8.88694498174099	8.3494098080065	8.33508518935453	8.28017426165503
"AT1G04210"	10.9099764202052	12.2257781227993	12.8209646565442	11.2024603810774	12.6239781588891
"AT1G04213"	16.3708939653188	18.5141515476141	16.8268700324738	18.6163674162718	16.6687148729569
"AT1G04217"	8.47483147194534	7.48131224473337	7.41207930769452	8.79303613650241	8.91313225845615
"AT1G04220"	2.14065238649872	3.10459516790801	3.01411216317257	1.62132955941597	2.58647785414523
