Gen	TotalRecuentos
AT2G28060	29
AT1G04833	29
AT5G20510	29
AT4G38090	29
AT1G10990	29
AT5G25100	29
AT4G02980	29
AT1G11790	29
AT1G08430	29
AT4G27390	29
AT4G28220	29
AT1G30070	29
AT4G36530	29
AT3G22980	29
AT1G32810	29
AT5G43440	29
AT3G06200	29
AT3G16170	29
AT4G05060	29
AT1G09520	29
AT5G35320	29
AT4G11100	29
AT1G14330	29
AT3G23890	29
AT5G34940	29
AT1G05730	29
AT1G70180	29
AT1G76270	29
AT2G23030	29
AT1G60890	29
AT4G30360	29
AT2G01440	29
AT5G51150	29
AT3G55320	29
AT5G64240	29
AT4G17540	29
AT1G73080	29
AT5G40080	29
AT4G09510	29
AT4G17280	29
AT4G09990	29
AT5G64680	29
AT1G09433	29
AT5G59460	29
AT5G58960	29
AT1G74640	29
AT2G02170	29
AT5G59710	29
AT4G09580	29
AT3G05680	29
AT5G65290	29
AT3G46700	29
AT4G27020	29
AT5G09880	29
AT5G62920	29
AT2G03420	29
AT5G26340	29
AT5G48440	29
AT5G24160	29
AT2G45340	29
AT1G07570	29
AT2G31970	29
AT5G11750	29
AT3G07370	29
AT5G03120	29
AT3G01460	29
AT5G04130	29
AT5G62865	29
AT4G23540	29
AT4G02850	29
AT3G27960	29
AT5G19630	29
AT2G03240	29
AT1G30825	29
AT2G40480	29
AT1G78510	29
AT1G71810	29
AT1G02810	29
AT3G53570	29
AT5G05800	29
AT1G70100	29
AT3G50790	29
AT4G15420	29
AT3G49360	29
AT1G04183	29
AT1G51430	29
AT3G55290	29
AT5G05180	29
AT5G61660	29
AT3G19460	29
AT3G04490	29
AT2G22920	29
AT4G24590	29
AT1G64572	29
AT1G15240	29
AT5G55540	29
AT1G29760	29
AT1G55170	29
AT4G01960	29
AT5G04885	29
AT5G15980	29
AT5G12390	29
AT4G34860	29
AT3G57070	29
AT1G42540	29
AT3G12180	29
AT5G23395	29
AT1G07310	29
AT3G11600	29
AT3G54790	29
AT1G03730	29
AT1G04657	29
AT1G77810	29
AT2G22250	29
AT3G26000	29
AT1G44750	29
AT1G61240	29
AT5G57700	29
AT3G16565	29
AT3G62300	29
AT1G05560	29
AT1G05562	29
AT3G01670	29
AT5G55400	29
AT5G63560	29
AT3G08720	29
AT3G07273	29
AT2G28670	29
AT1G77030	29
AT3G52760	29
AT1G13120	29
AT4G01860	29
AT2G16365	29
AT2G37060	29
AT3G02855	29
AT5G04520	29
AT5G09740	29
AT2G01830	29
AT2G31440	29
AT5G44560	29
AT2G45685	29
AT1G04513	29
AT1G80700	29
AT1G05790	29
AT5G25900	29
AT4G32440	29
AT5G04440	29
AT1G68290	29
AT5G48970	29
AT3G13440	29
AT3G19220	29
AT2G01870	29
AT3G13240	29
AT4G01750	29
AT3G47480	29
AT3G18295	29
AT4G02710	29
AT3G19790	29
AT4G25770	29
AT5G47760	29
AT3G04975	29
AT3G53000	29
AT4G11845	29
AT5G15270	29
AT1G70340	29
AT1G51700	29
AT5G42660	29
AT3G15220	29
AT3G61620	29
AT1G61180	29
AT1G18745	29
AT1G01770	29
AT5G35750	29
AT4G05440	29
AT1G08010	29
AT5G62410	29
AT1G32090	29
AT2G09425	29
AT1G78580	29
AT3G54290	29
AT3G18040	29
ATMG01300	29
AT5G65790	29
AT5G18705	29
AT1G54140	29
AT3G52170	29
AT2G48100	29
AT4G08310	29
AT1G17145	29
AT3G61415	29
AT4G01680	29
AT5G57220	29
AT4G06225	29
AT3G27325	29
AT2G15270	29
AT1G21730	29
AT4G14990	29
AT1G21670	29
AT2G28100	29
AT4G14147	29
AT5G06450	29
AT1G63850	29
AT1G71696	29
AT1G62200	29
AT1G21060	29
AT1G59600	29
AT1G80210	29
AT2G26110	29
AT1G34750	29
AT4G36180	29
AT1G08210	29
AT4G34430	29
AT4G00290	29
AT2G09470	29
AT2G26260	29
AT3G03110	29
AT4G17020	29
AT5G19850	29
AT5G04670	29
AT5G19675	29
AT1G15970	29
AT3G10910	29
AT1G33270	29
AT1G44960	29
AT3G52900	29
AT4G21215	29
AT1G31550	29
AT1G56010	29
AT3G53340	29
AT1G13250	29
AT4G22910	29
AT5G56740	29
AT2G39110	29
AT5G64650	29
AT5G07100	29
AT4G08240	29
AT3G07565	29
AT5G20580	29
AT5G24470	29
AT2G16440	29
AT5G25090	29
AT3G03785	29
AT2G36430	29
AT5G01970	29
AT2G25710	29
AT2G04375	29
AT5G47100	29
AT1G13860	29
AT4G06634	28
ATMG01230	28
AT1G50630	28
AT5G55100	28
AT5G10745	28
AT3G25110	28
AT4G16800	28
AT1G67550	28
AT3G13435	28
AT2G21130	28
AT2G19720	28
AT3G20015	28
AT1G03590	28
AT2G41870	28
AT1G60670	28
AT1G59840	28
AT5G62090	28
AT2G33570	28
AT1G63900	28
AT4G20460	28
AT3G14370	28
AT3G21430	28
AT5G06160	28
AT4G22780	28
AT3G23590	28
AT2G28230	28
AT1G06540	28
AT2G41600	28
AT1G11240	28
AT2G36800	28
AT3G10730	28
AT5G15600	28
AT1G29465	28
AT5G04230	28
AT3G49850	28
AT2G08820	28
AT4G33260	28
AT4G32010	28
AT5G28460	28
AT5G41870	28
AT2G25000	28
AT1G24625	28
AT3G28430	28
AT4G14720	28
AT1G16900	28
AT2G34810	28
AT1G05940	28
AT4G33000	28
AT5G56250	28
AT4G27880	28
AT1G54150	28
AT5G07010	28
AT5G35370	28
AT3G17185	28
AT1G54730	28
AT1G67105	28
AT5G63020	28
AT4G34610	28
AT4G31715	28
AT4G36080	28
AT1G77800	28
AT1G10900	28
AT5G18130	28
AT4G09750	28
AT2G27330	28
AT1G09457	28
AT2G36330	28
AT5G27650	28
AT1G58280	28
AT5G20360	28
AT3G51660	28
AT4G24200	28
AT1G06560	28
AT5G47520	28
AT5G04360	28
AT1G24610	28
AT3G52290	28
AT3G01995	28
AT4G35720	28
AT1G07380	28
AT1G07173	28
AT4G02540	28
AT5G01435	28
AT1G30130	28
AT3G09350	28
AT2G32860	28
AT5G14420	28
AT5G40500	28
AT1G57770	28
AT5G09240	28
AT5G13200	28
AT3G08950	28
AT5G44060	28
AT1G34760	28
AT1G61275	28
AT5G16810	28
AT5G62630	28
AT3G06960	28
AT4G02100	28
AT1G08180	28
AT4G27350	28
AT2G30330	28
AT4G34160	28
AT5G54730	28
AT4G00500	28
AT5G43160	28
AT4G14510	28
AT4G34090	28
AT2G33051	28
AT2G40165	28
AT1G58360	28
AT4G07820	28
AT5G08470	28
AT3G46520	28
AT1G20410	28
AT1G04950	28
AT1G29820	28
AT3G29400	28
AT1G60160	28
AT2G23890	28
AT1G24545	28
AT1G29520	28
AT3G09560	28
AT1G19690	28
AT5G43370	28
AT5G13370	28
AT3G16857	28
AT5G57120	28
AT3G47080	28
AT1G62850	28
AT4G36032	28
AT2G19710	28
AT1G11390	28
AT3G29075	28
AT1G74710	28
AT3G07350	28
AT4G04940	28
AT1G06790	28
AT2G45920	28
AT5G17790	28
AT2G22190	28
AT5G07820	28
AT1G18900	28
AT1G49630	28
AT3G24800	28
AT3G18270	28
AT1G03000	28
AT5G43400	28
AT5G08720	28
AT3G12590	28
AT5G19660	28
AT3G50240	28
AT5G23880	28
AT5G57070	28
AT1G36992	28
AT4G08935	28
AT2G15430	28
AT4G36550	28
AT2G25605	28
AT5G15022	28
AT3G07400	28
AT5G17880	28
AT3G04570	28
AT1G11755	28
AT2G39520	28
AT5G07025	28
AT2G17975	28
AT1G27840	28
AT1G76050	28
AT4G16310	28
AT5G15860	28
AT5G08175	28
AT5G62570	28
AT5G35732	28
AT3G22220	28
AT3G04070	28
AT3G63250	28
AT1G79985	28
AT1G17120	28
AT1G69270	28
AT1G11905	28
AT5G63480	28
AT4G35060	28
AT2G23140	28
AT4G35430	28
AT4G08455	28
AT4G25320	28
AT4G35240	28
AT1G60230	28
AT5G17305	28
AT2G13650	28
AT5G38600	28
AT2G01755	28
AT2G43120	28
AT4G17420	28
AT5G54860	28
AT5G59010	28
AT2G14255	28
AT1G11050	28
AT5G38380	28
AT1G69060	28
AT4G28830	28
AT5G45050	28
AT2G24830	28
AT3G49880	28
AT1G34210	28
AT3G48880	28
AT4G32680	28
AT3G27930	28
AT1G07703	28
AT3G09000	28
AT3G05920	28
AT4G15020	28
AT1G15020	28
AT1G03110	28
AT3G59890	28
AT1G74460	28
AT1G54830	28
AT4G12460	28
AT1G16670	28
AT1G44970	28
AT3G18110	28
AT1G74900	28
AT3G42660	28
AT4G29870	28
AT2G48060	28
AT1G62422	28
AT1G56510	28
AT1G76630	28
AT5G17400	28
AT4G22745	28
AT5G14880	28
AT2G01735	28
AT1G68160	28
AT1G12010	28
AT5G57780	28
AT3G48100	28
AT2G48075	28
AT5G50375	27
AT3G28670	27
AT2G39380	27
AT2G24390	27
AT3G03850	27
AT5G08885	27
AT5G23590	27
AT5G66770	27
AT2G42190	27
AT5G23580	27
AT1G64105	27
AT5G54200	27
AT5G58970	27
AT3G62020	27
AT4G39840	27
AT4G18372	27
AT2G18330	27
AT4G34750	27
AT1G32150	27
AT1G35780	27
AT2G22910	27
AT1G24440	27
AT1G72820	27
AT5G11730	27
AT4G15140	27
AT5G25810	27
AT3G02320	27
AT5G62220	27
AT3G10130	27
AT4G13390	27
AT2G03800	27
AT2G04066	27
AT5G52380	27
AT1G80130	27
AT4G08290	27
AT4G30450	27
AT5G12890	27
AT4G16515	27
AT1G74320	27
AT1G77460	27
AT1G48970	27
AT2G11810	27
AT5G57150	27
AT1G18360	27
AT5G65410	27
AT2G35850	27
AT4G36030	27
AT3G03610	27
AT4G18215	27
AT4G17370	27
AT1G53830	27
AT1G74450	27
AT1G22910	27
AT1G72560	27
AT3G08020	27
AT1G34640	27
AT1G61820	27
AT1G56440	27
AT3G45645	27
AT3G21280	27
AT1G18420	27
AT4G23190	27
AT5G57950	27
AT1G04647	27
AT1G27920	27
AT1G30750	27
AT3G48195	27
AT2G28671	27
AT5G43070	27
AT2G43410	27
AT4G10930	27
AT3G11840	27
AT5G46150	27
AT3G04650	27
AT1G08750	27
AT1G52370	27
AT4G31670	27
AT5G66900	27
AT1G63120	27
AT1G05000	27
AT2G26830	27
AT1G75810	27
AT2G05405	27
AT2G33400	27
AT4G11670	27
AT2G26540	27
AT2G32160	27
AT1G73687	27
AT4G01540	27
AT5G12400	27
AT2G41950	27
AT2G21188	27
AT4G11680	27
AT2G11000	27
AT1G51580	27
AT1G53700	27
AT2G04940	27
AT5G41880	27
AT1G08030	27
AT4G16250	27
AT5G03190	27
AT2G30360	27
AT5G36710	27
AT1G53170	27
AT3G50630	27
AT4G37190	27
AT1G05410	27
AT3G46790	27
AT5G38890	27
AT5G11690	27
AT3G45730	27
AT1G18190	27
AT5G05860	27
AT1G01260	27
AT4G39838	27
AT2G42700	27
AT5G50230	27
AT5G14540	27
AT1G11780	27
AT2G01880	27
AT4G18130	27
AT1G16390	27
AT2G20300	27
AT5G41360	27
AT2G04378	27
AT4G10180	27
AT4G09640	27
AT4G31540	27
AT5G08425	27
AT3G05290	27
AT1G18910	27
AT1G72690	27
AT4G33950	27
AT1G79430	27
AT3G04710	27
AT5G01240	27
AT1G75670	27
AT4G01280	27
AT2G33540	27
AT1G05147	27
AT5G58860	27
AT5G62580	27
AT2G24640	27
AT4G32120	27
AT5G09670	27
AT3G60830	27
AT5G18120	27
AT3G54950	27
AT1G14560	27
AT1G77220	27
AT1G14300	27
AT3G58530	27
AT5G29000	27
AT1G06870	27
AT1G70175	27
AT1G01725	27
AT4G22530	27
AT1G28540	27
AT1G06613	27
AT2G30020	27
AT5G50020	27
AT1G80000	27
AT1G20900	27
AT4G26270	27
AT2G20840	27
AT3G47780	27
AT2G18630	27
AT2G05210	27
AT2G42010	27
AT1G06467	27
AT1G73805	27
AT1G48050	27
AT1G17020	27
AT3G56060	27
AT5G08200	27
AT5G37350	27
AT1G04130	27
AT1G21610	27
AT2G18220	27
AT5G45160	27
AT5G05870	27
AT1G19230	27
AT2G47620	27
AT3G53100	27
AT1G13390	27
AT3G53090	27
AT3G08045	27
AT5G06630	27
AT2G35930	27
AT4G33730	27
AT2G39000	27
AT5G25110	27
AT2G20740	27
AT2G25140	27
AT4G22580	27
AT5G24760	27
AT3G11490	27
AT1G19900	27
AT2G43330	27
AT1G71100	27
AT3G02485	27
AT5G39580	27
AT2G39980	27
AT1G73840	27
AT5G63300	27
AT5G54920	27
AT3G14810	27
AT1G64630	27
AT1G05057	27
AT2G41760	27
AT1G64570	27
AT5G37790	27
AT5G38510	27
AT5G54910	27
AT5G10790	27
AT1G54060	27
AT1G19650	27
AT5G13760	27
AT2G16405	27
AT1G14460	27
AT5G38030	27
AT5G66910	27
AT5G63905	27
AT3G56850	27
AT3G53700	27
AT3G19510	27
AT1G71970	27
AT2G23680	27
AT3G01180	27
AT3G60350	27
AT5G48830	27
AT5G03670	27
AT5G19070	27
AT3G49570	27
AT3G19670	27
AT4G37370	27
AT2G42080	27
AT3G01860	27
AT5G41810	27
AT1G04830	27
AT5G10610	27
AT2G33310	27
AT2G46735	27
AT4G29590	27
AT1G07910	27
AT3G49000	27
AT5G48655	27
AT2G07621	27
AT4G33140	27
AT4G32880	27
AT2G15820	27
AT5G43050	27
AT1G21830	27
AT3G09830	27
AT5G63440	27
AT5G27093	27
AT1G22170	27
AT3G52110	27
AT3G14090	27
AT2G45660	27
AT1G08260	27
AT1G08903	27
AT5G20540	27
AT1G52140	27
AT1G28100	27
AT5G10130	27
AT1G72416	27
AT1G02952	27
AT3G04820	27
AT2G30770	27
AT5G65880	27
AT1G53875	27
AT5G43910	27
AT3G51720	27
AT2G19580	27
AT1G02880	27
AT1G54570	27
AT1G10150	27
AT4G12250	27
AT2G42485	26
AT5G14210	26
AT5G38550	26
AT5G44410	26
AT4G32870	26
AT5G23410	26
AT5G01620	26
AT4G08235	26
AT3G10480	26
AT2G23540	26
AT5G61810	26
AT3G06750	26
AT1G53035	26
AT1G01220	26
AT2G32970	26
AT5G13330	26
AT3G46960	26
AT2G23740	26
AT2G29900	26
AT5G18970	26
AT5G03415	26
AT2G20180	26
AT3G27320	26
AT5G01820	26
AT3G17910	26
AT4G15490	26
AT4G01550	26
AT5G52320	26
AT2G05753	26
AT1G33060	26
AT1G14040	26
AT4G26960	26
AT2G28660	26
AT2G20520	26
AT4G28890	26
AT2G40700	26
AT3G22590	26
AT1G08760	26
AT5G47960	26
AT1G13100	26
AT2G04650	26
AT2G01930	26
AT5G04490	26
AT3G07320	26
AT3G57350	26
AT2G02360	26
AT1G02335	26
AT5G01615	26
AT1G72810	26
AT3G09700	26
AT1G28090	26
AT3G47675	26
AT3G28345	26
AT1G11090	26
AT2G19670	26
AT1G17710	26
AT4G39230	26
AT1G32940	26
AT3G63010	26
AT3G23100	26
AT5G01775	26
AT5G13970	26
AT1G29170	26
AT4G09680	26
AT1G67300	26
AT4G34500	26
AT3G16010	26
AT4G36410	26
AT3G10810	26
AT5G38690	26
AT2G33490	26
AT5G24316	26
AT5G43680	26
AT2G39950	26
AT5G14930	26
ATMG00680	26
AT3G45260	26
AT1G72330	26
AT3G12980	26
AT1G76460	26
AT4G17230	26
AT1G45170	26
AT1G34780	26
AT2G15530	26
AT3G20570	26
AT3G43960	26
AT3G52905	26
AT5G16780	26
AT4G03205	26
AT5G20300	26
AT4G00520	26
AT5G65060	26
AT4G00550	26
AT4G13420	26
AT3G05285	26
AT4G29360	26
AT2G03430	26
AT3G53390	26
AT3G21400	26
AT2G35330	26
AT4G20325	26
AT3G60550	26
AT4G12970	26
AT5G55700	26
AT1G31600	26
AT4G32070	26
AT3G58010	26
AT5G48640	26
AT3G10190	26
AT3G50070	26
AT4G24230	26
AT1G16730	26
AT2G41520	26
AT5G53500	26
AT5G20120	26
AT3G26600	26
AT4G27070	26
AT4G04840	26
AT5G02820	26
AT3G13550	26
AT1G13670	26
AT3G09180	26
AT3G10700	26
AT5G19570	26
AT3G50770	26
AT2G07275	26
AT1G74590	26
AT4G35880	26
AT3G54100	26
AT2G41660	26
AT5G59800	26
AT5G20170	26
AT5G12900	26
AT1G19170	26
AT5G40250	26
AT3G19590	26
AT2G22090	26
AT3G44450	26
AT3G27670	26
AT3G46640	26
AT5G66160	26
AT2G46270	26
AT1G04260	26
AT4G21560	26
AT1G36990	26
AT4G34900	26
AT5G10520	26
AT4G39470	26
AT3G13560	26
AT5G52010	26
AT1G56290	26
AT1G21170	26
AT4G37750	26
AT1G63420	26
AT5G43270	26
AT5G65683	26
AT5G11425	26
AT2G26695	26
AT3G16440	26
AT4G02210	26
AT5G56220	26
AT4G22212	26
AT3G50430	26
AT2G18915	26
AT1G70350	26
AT2G28620	26
AT1G12280	26
AT2G15220	26
AT1G65486	26
AT1G03290	26
AT5G13360	26
AT4G02430	26
AT3G04460	26
AT3G13030	26
AT4G15950	26
AT4G23980	26
AT1G55750	26
AT3G49640	26
AT2G35920	26
AT5G09995	26
AT1G19310	26
AT5G13680	26
AT3G03220	26
AT5G07860	26
AT1G50575	26
AT5G27710	26
AT3G45070	26
AT2G19170	26
AT3G26400	26
AT4G32250	26
AT2G37678	26
AT2G47180	26
AT4G07990	26
AT1G01930	26
AT4G00335	26
AT3G03630	26
AT4G21534	26
AT1G07130	26
AT5G62470	26
AT4G38060	26
AT1G08043	26
AT3G23560	26
AT1G55730	26
AT2G47270	26
AT3G18380	26
AT4G37020	26
AT5G64816	26
AT5G08000	26
AT1G77470	26
AT1G22970	26
AT5G11350	26
AT1G42470	26
AT1G16916	26
AT3G01895	26
AT2G10950	26
AT2G21320	26
AT2G35100	26
AT1G18630	26
AT5G54610	26
AT5G10630	26
AT2G01080	26
AT3G61650	26
AT3G52526	26
AT5G60750	26
AT5G21482	26
AT2G31730	26
AT2G45245	26
AT3G18250	26
AT2G20830	26
AT3G24820	26
AT5G41480	26
AT1G47230	26
AT1G04800	26
AT5G44170	26
AT5G47490	26
AT2G39375	26
AT2G39090	26
AT2G47020	26
AT4G01593	26
AT5G66440	26
AT5G30495	26
AT1G03360	26
AT3G47640	26
AT5G49270	26
AT4G37100	26
AT2G22570	26
AT2G41490	26
AT5G38640	26
AT3G28130	26
AT2G16850	26
AT3G21290	26
AT4G01880	26
AT1G14820	26
AT1G51740	26
AT1G80080	26
AT3G59290	26
AT5G22400	26
AT5G55910	26
AT4G12080	26
ATMG00750	26
AT1G19080	26
AT4G09980	26
AT1G61360	26
AT5G39050	26
AT4G25840	26
AT5G40530	26
AT3G49080	26
AT5G38290	26
AT3G11090	26
AT1G68130	26
AT3G02510	26
AT4G24560	26
AT1G26250	26
AT2G20940	26
AT3G49210	26
AT1G68190	26
AT5G10110	26
AT5G28919	26
AT4G34412	26
AT1G21400	26
AT3G20550	26
AT3G06010	26
AT1G06800	26
AT3G21220	26
AT3G16390	26
AT3G56590	26
AT1G26255	26
AT1G08753	26
AT1G51550	26
AT2G38010	26
AT5G27930	26
AT5G63650	26
AT3G25600	26
AT3G04635	26
AT1G70460	26
AT4G30935	25
AT4G04435	25
AT1G21520	25
AT3G04755	25
AT1G80840	25
AT1G19330	25
AT1G66740	25
AT3G24730	25
AT3G22160	25
AT5G43540	25
AT5G41180	25
AT1G21010	25
AT5G12960	25
AT1G05553	25
AT1G12990	25
AT3G10760	25
AT1G04760	25
AT2G24170	25
AT1G01010	25
AT2G47760	25
AT5G03470	25
AT5G54630	25
AT2G43140	25
AT5G09250	25
AT5G24850	25
AT4G38660	25
AT4G14540	25
AT2G15830	25
AT3G62080	25
AT1G12930	25
AT4G29820	25
AT1G68185	25
AT4G33460	25
AT4G01440	25
AT5G65687	25
AT5G54660	25
AT4G00270	25
AT2G30920	25
AT2G43320	25
AT5G08010	25
AT1G49560	25
AT3G07990	25
AT1G56230	25
AT3G08450	25
AT5G16820	25
AT3G60620	25
AT3G44850	25
AT3G61770	25
AT3G25980	25
AT4G18197	25
AT5G24140	25
AT1G31480	25
AT3G43440	25
AT1G31220	25
AT3G01555	25
AT1G12680	25
AT5G66320	25
AT5G06410	25
AT4G09970	25
AT1G65280	25
AT1G78180	25
AT1G12950	25
AT4G19190	25
AT5G56730	25
AT1G18340	25
AT5G63080	25
AT1G69810	25
AT1G80850	25
AT3G23910	25
AT1G29640	25
AT3G03810	25
AT5G10830	25
AT2G03410	25
AT5G06265	25
AT1G16040	25
AT4G20840	25
AT3G24010	25
AT1G08315	25
AT1G74680	25
AT2G16900	25
AT1G55110	25
AT3G52370	25
AT1G07980	25
AT4G25070	25
AT1G22550	25
AT1G54210	25
AT5G47940	25
AT1G66910	25
AT1G60270	25
AT1G21650	25
AT5G18525	25
AT5G39520	25
AT4G24380	25
AT1G67320	25
AT1G02400	25
AT1G76110	25
AT3G11720	25
AT4G12917	25
AT4G04695	25
AT2G41780	25
AT1G30282	25
AT1G48570	25
AT3G46210	25
AT1G77420	25
AT1G29510	25
AT2G22088	25
AT4G09500	25
AT4G17060	25
AT4G05680	25
AT5G25190	25
AT3G58795	25
AT1G73100	25
AT1G05055	25
AT1G03760	25
AT1G72190	25
AT3G44020	25
AT1G22860	25
AT2G46890	25
AT4G26470	25
AT5G18860	25
AT5G14500	25
AT5G05987	25
AT5G17900	25
AT5G06385	25
AT5G23720	25
AT3G08760	25
AT1G70420	25
AT1G33390	25
AT3G11420	25
AT4G30560	25
AT4G05910	25
AT1G04567	25
AT5G18600	25
AT3G23605	25
ATMG00120	25
AT1G71240	25
AT1G56423	25
AT3G20680	25
AT4G19180	25
AT3G50260	25
AT2G25740	25
AT5G35190	25
AT2G47850	25
AT3G43430	25
AT3G07080	25
AT2G01480	25
AT4G32175	25
AT4G12910	25
AT5G61480	25
AT5G07890	25
AT3G16660	25
AT4G17150	25
AT2G47930	25
AT4G29660	25
AT3G59320	25
AT3G50340	25
AT3G08595	25
AT4G32980	25
AT1G08900	25
AT5G49840	25
AT1G16260	25
AT1G75310	25
AT3G56710	25
AT2G34840	25
AT1G49650	25
AT3G02065	25
AT3G12520	25
AT3G05580	25
AT3G58510	25
AT1G15940	25
AT5G57890	25
AT5G51190	25
AT1G62370	25
AT1G04837	25
AT1G67060	25
AT4G04505	25
AT4G14770	25
AT5G18760	25
AT2G37160	25
AT1G11020	25
AT5G10740	25
AT1G78120	25
AT1G69800	25
AT2G20725	25
AT1G05283	25
AT4G35770	25
AT5G02105	25
AT2G08795	25
AT1G35220	25
AT3G29170	25
AT1G51350	25
AT3G10210	25
AT5G42130	25
AT2G18465	25
AT4G34560	25
AT4G33420	25
AT1G21480	25
AT1G18370	25
AT5G47070	25
AT2G27775	25
AT1G29430	25
AT1G16280	25
AT1G47240	25
AT5G05590	25
AT1G78070	25
AT2G05810	25
AT2G36885	25
AT4G00950	25
AT4G05090	25
AT2G22370	25
AT2G28150	25
AT5G42770	25
AT1G55265	25
AT5G09230	25
AT4G26542	25
AT1G21560	25
AT4G16110	25
AT5G01595	25
AT3G51040	25
AT5G58540	25
AT4G23170	25
AT1G17780	25
AT2G17695	25
AT5G35580	25
AT2G40190	25
AT1G07040	25
AT4G30080	25
AT4G31250	25
AT5G06550	25
AT2G29995	25
AT3G24740	25
AT5G57610	25
AT2G21940	25
AT1G02960	25
AT1G21410	25
AT3G07940	25
AT2G02400	25
AT4G12070	25
AT1G34200	25
AT3G59670	25
AT4G32450	25
AT1G47395	25
AT3G06440	25
AT3G24860	25
AT5G49900	25
AT3G05380	25
AT4G23895	25
AT5G14700	25
AT5G18200	25
AT5G19950	25
AT2G17020	25
AT1G31920	25
AT2G19390	25
AT1G26380	25
AT3G63510	25
AT3G61780	25
AT3G43270	25
AT3G22270	25
AT5G42400	25
AT1G75140	25
AT1G80440	25
AT5G23090	25
AT2G19990	25
AT1G73760	25
AT3G05230	25
AT5G24340	25
AT2G01630	25
AT5G05460	25
AT3G15790	25
AT2G28410	25
AT5G23530	24
AT2G40113	24
AT3G58220	24
AT3G45100	24
AT5G44530	24
AT3G10120	24
AT4G23050	24
AT5G19340	24
AT1G29790	24
AT5G62910	24
AT3G07760	24
AT5G56120	24
AT1G16790	24
AT5G24670	24
AT5G06610	24
AT5G38900	24
AT3G53950	24
AT3G03120	24
AT1G19990	24
AT1G05170	24
AT2G20495	24
AT4G14600	24
AT2G13290	24
AT2G01860	24
AT4G16440	24
AT2G46060	24
AT2G26290	24
AT5G18700	24
AT4G23490	24
AT5G60940	24
AT1G31935	24
AT1G19270	24
AT4G04780	24
AT2G39040	24
AT5G63280	24
AT1G36280	24
AT1G07587	24
AT3G63300	24
AT1G67190	24
AT5G06270	24
AT1G16780	24
AT2G45500	24
AT1G66140	24
AT4G32820	24
AT3G04680	24
AT3G13350	24
AT5G11650	24
AT5G20930	24
AT2G40150	24
AT3G22150	24
AT2G38400	24
AT5G49645	24
AT1G53090	24
AT2G25240	24
AT4G07095	24
AT3G42630	24
AT1G74530	24
AT4G14920	24
AT4G35940	24
AT3G06570	24
AT5G22250	24
AT4G28100	24
AT5G19740	24
AT5G46710	24
AT1G72830	24
AT5G23405	24
AT1G09993	24
AT1G68870	24
AT1G11400	24
AT1G19070	24
AT1G12830	24
AT5G58370	24
AT3G59870	24
AT5G64620	24
AT5G44040	24
AT3G19508	24
AT2G40970	24
AT2G41980	24
AT5G07320	24
AT3G15680	24
AT4G24390	24
AT2G37840	24
AT2G15480	24
AT3G23410	24
AT5G07990	24
AT5G24290	24
AT5G48730	24
AT3G53270	24
AT3G03740	24
AT3G22425	24
AT5G61880	24
AT3G55740	24
AT4G22920	24
AT1G78200	24
AT1G47670	24
AT3G59695	24
AT5G20970	24
AT1G47820	24
AT2G30800	24
AT1G08890	24
AT3G10140	24
AT5G47970	24
AT4G04460	24
AT5G12980	24
AT1G67910	24
AT3G05800	24
AT5G04020	24
AT5G09155	24
AT2G48030	24
AT4G16100	24
AT4G08410	24
AT2G33170	24
AT1G05757	24
AT5G63550	24
AT5G02890	24
AT1G65900	24
AT4G18290	24
AT1G26300	24
AT5G02470	24
AT5G11380	24
AT2G02730	24
AT3G05210	24
AT2G33435	24
AT5G16540	24
AT5G63200	24
AT4G37480	24
AT3G12810	24
AT1G22640	24
AT3G52660	24
AT1G55320	24
AT4G23290	24
AT1G34020	24
AT1G59970	24
AT3G17365	24
AT5G03140	24
AT4G24570	24
AT5G38110	24
AT2G23380	24
AT3G07340	24
AT1G47840	24
AT3G49780	24
AT2G45590	24
AT1G72880	24
AT4G02410	24
AT3G17920	24
AT4G24413	24
AT2G23760	24
AT5G63710	24
AT5G59400	24
AT2G19130	24
AT1G68937	24
AT4G10000	24
AT5G64600	24
AT4G18253	24
AT3G51280	24
AT3G47570	24
AT2G38810	24
AT3G57880	24
AT3G03010	24
AT3G04110	24
AT1G19396	24
AT3G61210	24
AT5G04905	24
AT3G26850	24
ATMG00870	24
AT5G43140	24
AT5G56090	24
ATMG00720	24
AT4G24615	24
AT3G22565	24
AT5G23750	24
AT3G45740	24
AT5G28370	24
AT2G19560	24
AT1G13340	24
AT1G29060	24
AT3G47300	24
AT1G55152	24
AT3G47390	24
AT5G60300	24
AT5G22370	24
ATMG01410	24
AT1G05733	24
AT5G03485	24
AT2G32400	24
AT2G35690	24
AT1G80010	24
AT4G28230	24
AT3G57320	24
AT4G25520	24
AT2G09200	24
AT3G06770	24
AT4G02195	24
AT4G10470	24
AT3G54610	24
AT5G07920	24
AT3G61380	24
AT5G46900	24
AT1G05900	24
AT4G33410	24
AT3G02875	24
AT1G15060	24
AT3G02035	24
AT2G04740	24
AT1G13180	24
AT2G35650	24
AT2G04170	24
AT5G06640	24
AT1G50060	24
AT3G59800	24
AT4G39960	24
AT1G76130	24
AT3G07800	24
AT2G21230	24
AT1G48610	24
AT1G61990	24
AT5G37380	24
AT4G18593	24
AT1G70518	24
AT1G60850	24
AT5G41560	24
AT5G57210	24
AT1G01420	24
AT3G12150	24
