Gen	TotalRecuentos
AT5G24650	96
AT4G01935	96
AT3G05970	96
AT4G04455	96
AT4G32720	96
AT4G30550	96
AT3G08930	96
AT2G08135	96
AT1G16740	96
AT5G18170	96
AT5G53450	96
ATCG01180	96
AT4G15770	96
AT3G26780	96
AT4G26570	96
AT4G39280	96
AT4G20330	96
AT3G03215	96
AT2G45140	96
AT1G48160	96
AT1G19660	96
AT3G17940	96
AT1G65190	96
AT4G04570	96
AT4G00710	96
AT3G51240	96
AT2G21410	96
AT3G04550	96
AT3G17510	96
AT1G64900	96
AT3G51000	96
AT5G41990	96
AT2G08025	96
AT1G74020	96
AT1G09760	96
AT5G59140	96
AT4G28240	96
AT5G02905	96
AT2G38280	96
AT3G23700	96
AT1G18210	96
AT1G26830	96
AT3G07880	95
AT5G43330	95
AT3G57550	95
AT1G65490	95
AT3G21510	95
AT3G01745	95
AT2G17340	95
AT5G04830	95
AT1G05017	95
AT1G68440	95
AT2G39570	95
AT5G03540	95
AT3G24480	95
AT3G11250	95
AT2G34300	95
AT1G49670	95
AT4G15110	95
AT3G13061	95
AT1G17210	95
AT2G46340	95
AT5G46800	95
AT3G14067	95
AT4G29900	95
AT3G05890	95
AT4G05815	95
AT5G03350	95
AT3G20510	95
AT1G74960	95
AT2G04630	95
AT3G63255	95
AT5G09160	95
AT3G02575	95
AT1G03080	95
AT5G00965	95
AT1G05293	95
AT2G35260	95
AT1G67480	95
AT5G20660	95
AT4G21570	95
AT2G43640	95
AT3G02165	95
AT1G12270	95
AT5G04410	95
AT5G16840	95
AT3G44340	95
AT4G38460	95
AT5G67488	95
AT2G19940	95
ATMG00430	95
AT1G80560	95
AT4G13200	95
AT2G04039	94
AT4G04425	94
AT5G38830	94
ATMG01150	94
ATCG00950	94
AT5G38530	94
AT1G06753	94
AT5G59520	94
AT3G15480	94
AT1G04295	94
AT4G27230	94
AT5G05675	94
AT4G29810	94
AT4G36210	94
AT5G19290	94
AT2G44870	94
AT1G22850	94
AT2G07746	94
AT3G44100	94
AT3G62980	94
AT4G07070	94
AT1G27390	94
AT4G30290	94
AT1G12360	94
AT4G31080	94
AT3G25860	94
AT5G56630	94
AT5G23450	94
AT1G27980	94
AT5G19120	94
AT1G01610	94
AT3G11450	94
AT5G61420	94
AT4G39680	94
AT4G21110	94
AT5G20960	94
AT2G35382	94
AT5G61230	94
AT5G10470	94
AT3G44635	94
AT5G15610	94
AT4G16150	93
AT5G11790	93
AT5G06060	93
AT3G52870	93
AT4G27870	93
AT5G52520	93
AT1G01470	93
AT5G44070	93
AT4G17098	93
AT2G22720	93
AT5G61960	93
AT4G37040	93
AT4G11850	93
AT1G06890	93
AT5G23290	93
AT1G19870	93
AT1G01060	93
AT3G07375	93
AT3G24050	93
AT2G43360	93
AT1G07887	93
AT1G07780	93
AT3G10060	93
AT5G41950	93
AT1G64880	93
AT3G13910	93
AT5G22740	93
AT5G42540	93
AT3G57890	93
AT1G79380	93
AT5G59970	93
AT1G47640	93
AT3G62790	93
AT5G10010	93
AT2G33770	93
AT5G65613	93
AT1G29280	93
AT5G11680	93
AT5G02502	93
AT3G27230	93
AT5G02225	93
AT1G13560	93
AT3G52180	93
AT5G60680	93
AT3G61820	93
AT2G29360	93
AT4G07625	93
AT1G06000	93
AT5G47990	93
AT3G56680	93
AT2G07632	92
AT1G68060	92
AT2G26230	92
AT5G45475	92
AT5G16110	92
AT2G30390	92
AT1G08003	92
AT5G58140	92
AT3G55170	92
AT4G00883	92
AT1G47830	92
AT5G16510	92
AT2G43680	92
AT2G28290	92
AT5G08955	92
AT5G47550	92
AT1G05205	92
AT4G26300	92
AT4G33580	92
AT2G28470	92
AT5G06130	92
AT5G56140	92
AT5G57020	92
AT1G77440	92
AT4G21580	92
AT5G42190	92
AT5G14970	92
AT2G38700	92
AT1G33040	92
AT2G03690	92
AT4G25550	92
AT1G79600	92
AT1G79940	92
AT1G70940	92
AT2G34690	92
AT1G31970	92
AT3G01515	92
AT1G08570	92
AT5G45470	92
AT3G63170	92
AT5G22410	92
AT5G49890	91
AT4G30580	91
AT3G51460	91
AT3G08640	91
AT1G19835	91
AT1G78620	91
AT1G06547	91
AT4G32480	91
AT1G74210	91
AT4G33110	91
AT4G34100	91
AT1G14570	91
AT3G56400	91
AT1G66150	91
AT5G18520	91
AT3G20670	91
AT1G77130	91
AT1G05563	91
AT5G14275	91
AT1G16460	91
AT3G46440	91
AT1G62980	91
AT5G44290	91
AT3G56070	91
AT5G65110	91
AT5G08135	91
AT4G36420	91
AT5G65207	91
AT4G17170	91
AT1G26770	91
AT5G00920	91
AT3G06300	91
AT5G47010	91
AT3G03445	91
AT1G11890	91
AT2G18300	91
AT5G07030	91
AT1G08540	91
AT1G78920	91
AT4G39910	91
AT2G22480	91
AT3G07555	91
AT5G08540	91
AT1G60989	91
AT5G53860	91
AT1G32700	91
AT1G06220	91
AT2G25610	91
AT5G66390	91
AT1G06650	91
AT2G26990	90
AT2G01470	90
AT1G02080	90
AT4G17050	90
AT5G66030	90
AT3G25800	90
AT3G06610	90
AT1G79280	90
AT4G01590	90
AT2G30750	90
AT3G02770	90
AT2G01600	90
AT1G33590	90
AT2G35490	90
AT1G63290	90
AT2G46500	90
AT1G03935	90
AT1G22360	90
AT4G04340	90
AT5G53570	90
AT5G09920	90
AT1G19120	90
AT3G27570	90
AT1G28440	90
ATMG01070	90
AT1G12760	90
AT1G48930	90
AT4G37640	90
AT2G26560	90
AT3G05545	90
AT1G06002	90
AT1G09903	90
AT4G22750	90
AT1G06190	90
AT2G45440	90
AT5G58220	90
AT4G14360	90
AT2G36990	90
AT1G75780	90
AT5G51750	90
AT1G73830	90
AT1G32130	90
AT5G42850	90
AT2G05510	90
AT4G34980	90
AT5G07885	89
AT3G16570	89
AT5G43470	89
AT5G23280	89
AT1G05720	89
AT3G45160	89
AT3G02830	89
AT3G28180	89
AT1G03506	89
AT3G62110	89
AT5G50960	89
AT1G47530	89
AT4G08245	89
AT1G78080	89
AT2G41420	89
AT4G36810	89
AT3G51510	89
AT2G21600	89
AT5G41040	89
AT4G35800	89
AT5G63030	89
AT2G45640	89
AT3G09055	89
AT3G04780	89
AT2G07743	89
AT4G32570	89
AT3G60810	89
AT2G43790	89
AT5G38520	89
AT5G05610	89
ATMG00950	89
AT1G26110	89
AT3G60860	89
AT5G49440	89
AT2G22500	89
AT4G10610	89
AT2G03350	89
AT3G13330	89
AT4G32930	89
AT2G21385	89
AT5G19860	89
AT4G21710	89
AT4G04210	89
AT1G19960	89
AT4G17640	89
AT2G35630	89
AT3G63080	89
AT2G40140	89
AT1G80480	89
AT1G09777	88
AT1G01540	88
AT2G26300	88
AT5G45010	88
AT3G02255	88
AT3G02790	88
AT2G37710	88
AT5G20070	88
AT1G01960	88
AT4G02610	88
AT3G51310	88
AT2G26240	88
AT5G09005	88
AT5G16440	88
AT3G10230	88
AT2G29670	88
AT5G40580	88
AT3G26810	88
AT1G18735	88
AT5G20620	88
AT5G53330	88
AT5G21940	88
AT1G50370	88
AT4G30200	88
AT5G03230	88
AT4G32915	88
AT1G09523	88
AT5G10560	88
AT1G21080	88
AT2G18328	88
AT3G03160	88
AT1G06460	88
AT2G24550	88
AT1G15670	88
AT1G30690	88
AT1G05243	88
AT2G27840	88
AT4G39170	88
AT5G43150	88
AT3G54810	88
AT2G26975	88
AT1G80500	88
AT5G12120	88
AT3G09940	88
AT4G27720	88
AT2G46230	88
AT2G29340	87
AT1G01230	87
AT4G02840	87
AT3G09225	87
AT2G26280	87
AT5G01650	87
AT4G10450	87
AT5G63670	87
AT3G46540	87
AT4G26870	87
AT3G27360	87
AT5G61530	87
AT5G61820	87
AT2G14880	87
AT4G13840	87
AT4G13494	87
AT3G50830	87
AT2G08865	87
AT3G48050	87
AT5G66720	87
AT3G57260	87
AT2G25070	87
AT3G11280	87
AT3G51050	87
AT3G62550	87
AT1G34430	87
AT4G27600	87
AT1G14150	87
AT1G69640	87
AT1G05213	87
AT1G72970	87
AT3G32930	87
AT4G09890	87
AT5G16620	87
AT5G17530	87
ATMG00320	87
AT1G05433	87
AT2G23610	87
AT4G38470	87
AT5G06860	87
AT5G64920	87
AT4G30160	87
AT2G40660	87
AT5G54750	87
AT3G25830	87
AT5G04475	87
AT3G08300	87
AT5G61210	87
AT5G16730	87
AT5G06110	87
AT1G07010	87
AT1G01910	87
AT3G51238	87
AT2G07722	87
AT1G04213	86
AT2G46000	86
AT4G06770	86
AT2G43620	86
AT3G61140	86
AT1G06083	86
AT4G22930	86
AT3G11620	86
AT5G55290	86
AT5G09565	86
AT3G28950	86
AT1G28670	86
AT4G39050	86
AT1G65540	86
AT4G00030	86
AT4G36730	86
AT5G37850	86
AT2G21270	86
AT3G66654	86
AT1G12805	86
AT2G17790	86
AT2G46330	86
AT2G36320	86
AT5G05690	86
AT4G14210	86
AT2G15090	86
AT1G48420	86
AT2G02560	86
AT1G66180	86
AT1G06573	86
AT3G56200	86
AT4G06245	86
AT1G10410	86
AT5G60160	86
AT2G40730	86
AT1G23030	86
AT1G76810	86
AT3G06580	86
AT5G23670	86
AT5G21990	86
AT2G39700	86
AT3G26900	86
AT5G04870	86
AT5G58800	86
AT3G51670	86
AT4G01320	86
AT4G22666	86
AT2G22540	86
AT3G07770	86
AT1G51110	86
AT3G52400	86
AT3G14620	86
AT5G06305	86
AT4G28540	86
AT3G58170	86
AT5G53940	86
AT2G36390	86
AT1G71010	86
AT1G70810	86
AT4G32760	85
AT4G17330	85
AT1G27770	85
AT5G02515	85
AT4G08925	85
AT2G21290	85
AT1G44170	85
AT1G03350	85
AT5G56660	85
AT3G01845	85
AT1G73920	85
AT1G74260	85
AT2G38550	85
AT1G60730	85
AT1G21660	85
AT5G65380	85
AT5G01295	85
AT1G15370	85
AT1G13609	85
AT1G60000	85
AT5G15400	85
AT2G32810	85
AT3G08650	85
AT1G45130	85
AT5G00750	85
AT1G22710	85
AT3G03940	85
AT1G15860	85
AT3G62560	85
AT1G70330	85
AT4G09730	85
AT2G07772	85
AT3G57650	85
AT3G17440	85
AT5G56290	85
AT5G15950	85
AT3G54840	85
AT2G21960	85
AT5G19240	85
AT1G73940	85
AT5G61970	85
AT3G07090	85
AT5G03430	85
AT1G44920	85
AT3G58560	85
AT1G26750	85
AT3G49990	85
AT3G09922	85
AT1G55860	85
AT3G23530	85
AT3G52340	85
AT1G18590	85
AT1G71730	84
AT2G01820	84
AT3G61460	84
AT1G80830	84
AT1G21630	84
AT4G19710	84
AT3G10090	84
AT5G16060	84
AT3G15610	84
AT5G08080	84
AT2G17290	84
AT2G22970	84
AT3G08920	84
AT2G07728	84
AT1G23960	84
AT1G07210	84
AT1G09020	84
AT1G28120	84
AT5G48020	84
AT4G28250	84
AT3G01090	84
AT3G27080	84
AT5G64070	84
AT3G18050	84
AT1G09083	84
AT2G36130	84
AT1G11480	84
AT3G60328	84
AT5G38940	84
AT3G45010	84
AT3G19100	84
AT1G35516	84
AT3G25585	84
AT1G52410	84
AT3G50360	84
AT1G63800	84
AT2G47000	84
AT5G59950	84
AT5G17560	84
AT4G13850	84
AT1G63010	84
AT1G51590	84
AT1G50660	84
AT1G28680	84
AT5G47040	83
AT1G66680	83
AT1G76090	83
AT3G07790	83
AT4G23800	83
AT4G38520	83
AT4G11220	83
AT3G09270	83
AT2G04555	83
AT1G23280	83
AT1G17200	83
AT2G03750	83
AT5G45472	83
AT1G64650	83
AT3G13570	83
AT5G24610	83
AT3G26030	83
AT1G12440	83
AT4G29700	83
AT1G15130	83
AT1G05047	83
AT1G01120	83
AT3G28480	83
AT4G23430	83
AT5G66420	83
AT1G22700	83
AT2G02040	83
AT1G08113	83
AT3G15710	83
AT3G08230	83
AT5G66180	83
AT1G71860	83
AT5G10390	83
AT1G54990	83
AT1G13320	83
AT4G17140	83
AT3G07355	83
AT5G45480	83
AT4G13170	83
AT3G08515	83
AT3G47730	83
AT1G01140	83
AT1G21190	83
AT3G11730	83
AT2G39190	83
AT4G22490	83
AT2G07779	83
AT4G30993	83
AT5G11340	83
AT2G37760	83
AT5G16450	83
AT5G08840	83
AT1G53900	83
AT3G01190	83
AT2G21190	83
AT3G48760	83
AT4G33380	83
AT1G01430	83
AT2G32520	83
AT5G57030	83
AT2G16430	83
AT3G04615	82
AT5G62670	82
AT5G51200	82
AT4G26650	82
AT5G18500	82
AT5G53420	82
AT1G52670	82
AT1G04303	82
AT4G31130	82
AT5G18480	82
AT2G12461	82
AT3G56040	82
AT1G05500	82
AT3G18490	82
AT1G66070	82
AT3G10970	82
AT4G29510	82
AT1G32920	82
AT3G15410	82
AT2G43745	82
AT5G46580	82
AT5G52780	82
AT1G10940	82
AT5G63370	82
AT2G27290	82
AT4G33430	82
AT5G62540	82
AT1G47550	82
AT5G11490	82
AT4G10810	82
AT5G09770	82
AT5G39530	82
AT1G71270	82
AT5G04930	82
AT5G51570	82
AT5G40760	82
AT3G54010	82
AT2G46080	82
AT1G16860	82
AT4G29950	82
AT1G60900	82
AT5G20350	82
AT3G60340	82
AT3G48200	82
AT3G22950	82
AT4G31170	82
AT2G05790	82
AT1G54340	82
AT4G12230	82
AT2G33210	82
AT4G27640	82
AT5G42030	82
AT3G20900	82
AT1G05143	82
AT2G32650	82
AT5G06825	82
AT1G59580	82
AT2G31380	82
AT4G07390	82
AT2G18150	82
AT3G52860	82
AT3G60130	82
AT2G36850	81
AT5G56500	81
AT2G07706	81
AT5G00865	81
AT3G59068	81
AT3G59060	81
AT2G47580	81
AT4G29670	81
AT1G22200	81
AT5G35980	81
AT2G07615	81
AT4G06870	81
AT2G36410	81
AT1G05257	81
AT5G09830	81
AT1G18270	81
AT1G28685	81
AT3G09295	81
AT4G30620	81
AT1G75270	81
AT2G36950	81
AT2G20060	81
AT4G06985	81
AT1G04530	81
AT3G04685	81
AT3G23570	81
AT3G09980	81
AT1G05933	81
AT2G46020	81
AT5G41770	81
AT4G16490	81
AT5G59840	81
AT1G44770	81
AT3G26395	81
AT5G18280	81
AT5G11900	81
AT5G05100	81
AT1G25230	81
AT4G39460	81
AT5G57850	81
AT5G20990	81
AT5G64500	81
AT5G19400	81
AT5G02270	81
AT2G37470	81
AT5G57580	81
AT2G29180	81
AT5G06565	81
AT3G21690	81
AT3G14595	81
AT5G23890	81
AT5G53400	81
AT5G21160	81
AT5G08410	80
AT1G14170	80
AT1G30470	80
AT3G46320	80
AT4G38220	80
AT1G76878	80
AT1G19150	80
AT2G14120	80
AT2G34040	80
AT1G34317	80
AT5G04375	80
AT3G58750	80
AT2G25310	80
AT5G67560	80
AT5G17990	80
AT2G05170	80
AT4G02880	80
AT1G56500	80
AT3G02565	80
AT5G50335	80
AT4G27380	80
AT2G43630	80
AT5G45620	80
AT3G46845	80
AT5G07015	80
AT2G05830	80
AT5G26800	80
AT4G14020	80
AT4G37095	80
AT2G19590	80
AT1G27760	80
AT3G58640	80
AT5G08860	80
AT5G58430	80
AT3G59910	80
AT4G01560	80
AT3G05700	80
AT1G02850	80
AT5G58590	80
AT5G41600	80
AT5G24400	80
AT4G11570	80
AT3G03560	80
AT5G08235	80
AT1G78060	80
AT1G64780	80
AT1G76890	80
AT5G16760	80
AT2G31060	80
AT1G07070	80
AT1G74520	80
AT1G57680	80
AT5G47480	80
AT5G61510	80
AT2G07775	80
AT1G08980	80
AT4G04720	80
AT1G20850	80
AT5G19540	80
AT3G47800	80
AT5G49740	79
AT5G15740	79
AT3G17420	79
AT2G43510	79
AT2G41178	79
AT4G39400	79
AT4G00730	79
AT3G60190	79
AT2G20960	79
AT4G29380	79
AT4G08950	79
AT5G05960	79
AT2G17265	79
AT5G13280	79
AT1G34190	79
AT1G49340	79
AT1G62560	79
AT3G44720	79
AT5G60960	79
AT5G19750	79
AT4G10060	79
AT3G19000	79
AT3G53560	79
AT2G45300	79
AT3G14280	79
AT1G31660	79
AT5G46760	79
AT1G80360	79
AT3G54830	79
AT1G27320	79
AT5G24890	79
AT3G19720	79
AT1G12120	79
AT3G14660	79
AT4G17510	79
AT5G61130	79
ATMG00230	79
AT5G48000	79
AT1G47490	79
AT2G32070	79
AT1G15250	79
AT3G04340	79
AT4G08335	79
AT3G02880	79
AT5G13225	79
AT3G51370	79
AT3G09810	79
AT1G49570	79
AT2G19680	79
AT4G37790	79
AT2G38670	79
AT3G23550	79
AT5G43900	79
AT3G01945	79
AT2G47980	79
AT4G38620	79
AT4G17730	79
AT5G41970	79
AT3G47350	79
AT5G07105	79
AT3G26300	79
AT2G39900	79
AT5G22080	79
AT4G01395	79
AT1G68585	79
AT4G16860	78
AT1G79090	78
AT4G27430	78
AT2G32480	78
AT5G64030	78
AT1G53580	78
AT5G49510	78
AT5G63050	78
AT1G31850	78
AT4G36860	78
AT1G32550	78
AT3G53180	78
AT3G54366	78
AT3G02540	78
AT3G03990	78
AT5G67480	78
AT2G42230	78
ATMG00310	78
AT4G20980	78
AT2G21595	78
AT3G24500	78
AT5G02295	78
AT2G03870	78
AT2G18400	78
AT4G34260	78
AT3G03640	78
AT5G01810	78
AT4G10920	78
AT1G08793	78
AT1G29970	78
AT3G08730	78
AT1G53480	78
AT5G39190	78
AT4G39100	78
AT4G00630	78
AT5G02895	78
AT2G17972	78
AT3G06550	78
AT4G32130	78
AT3G11820	78
AT4G37180	78
AT5G52510	78
AT1G69960	78
AT4G30480	78
AT2G37120	78
AT4G00090	78
AT3G13672	78
AT3G22480	78
AT3G62270	78
AT3G09090	78
AT5G47820	78
AT1G06267	78
AT1G10865	78
AT1G80040	78
AT4G19006	78
AT1G67865	78
AT5G64670	78
AT2G01690	78
AT1G58030	78
AT4G04465	77
AT3G03710	77
AT5G56150	77
AT3G45930	77
AT3G60030	77
AT5G57460	77
AT3G13480	77
AT4G36040	77
AT3G57340	77
AT4G22285	77
AT2G46192	77
AT4G33350	77
AT1G52280	77
AT4G15920	77
AT4G00165	77
AT2G23790	77
AT5G46180	77
AT1G23260	77
AT2G09310	77
AT1G17890	77
AT1G76850	77
AT5G02310	77
AT4G29190	77
AT4G31040	77
AT5G57540	77
AT2G26770	77
AT5G11970	77
AT5G44240	77
AT3G57090	77
AT3G16060	77
AT3G45190	77
AT5G67385	77
AT3G29970	77
AT4G30470	77
AT4G37470	77
AT1G12820	77
AT1G13270	77
AT5G59250	77
AT1G51160	77
AT5G48790	77
AT1G16920	77
AT5G10920	77
AT5G13810	77
AT4G33530	77
AT2G46170	77
AT4G09570	77
AT1G51830	77
AT4G39220	77
AT2G35733	77
AT3G18420	77
AT3G27260	77
AT4G02790	77
AT5G19370	77
AT1G79560	77
AT1G27210	77
AT3G63200	77
AT4G33670	77
AT1G22270	77
AT2G43290	77
AT5G45360	77
AT4G36390	77
AT2G08480	77
AT3G13080	77
AT1G22500	77
AT1G75510	77
AT3G49490	77
AT4G03080	77
AT1G78970	76
AT4G14100	76
AT4G34950	76
AT3G09955	76
AT3G06085	76
AT5G50370	76
AT1G42440	76
AT5G56940	76
AT1G03740	76
AT2G42780	76
AT5G07300	76
AT3G17780	76
AT4G01000	76
AT3G05015	76
AT3G12710	76
AT5G65950	76
AT3G25820	76
AT1G16400	76
AT2G34520	76
AT1G68670	76
AT1G10430	76
AT5G37310	76
AT4G38932	76
AT3G26290	76
AT4G13580	76
AT3G28730	76
AT5G51940	76
AT5G54290	76
AT1G58440	76
AT2G26980	76
AT4G25670	76
AT4G11175	76
AT2G34640	76
AT3G02630	76
AT1G69850	76
AT1G18450	76
AT2G14560	76
AT5G46070	76
AT5G58100	76
AT2G30210	76
AT1G60810	76
AT3G53620	76
AT3G17650	76
AT1G32210	76
AT5G35730	76
AT3G52920	76
AT3G50670	76
AT2G47420	76
AT1G19376	76
AT5G50560	76
AT4G23690	76
AT5G50660	76
AT3G19390	76
AT1G77540	76
AT3G07390	76
AT3G53970	76
AT5G48010	76
AT3G04940	76
AT3G16270	76
AT1G38065	76
AT4G26365	76
AT1G51390	76
AT4G02860	76
AT2G22400	76
AT3G13230	75
AT2G02180	75
AT3G61220	75
AT3G55260	75
AT1G18975	75
AT2G25870	75
AT5G58020	75
AT1G56200	75
AT3G14400	75
AT3G01310	75
AT5G67380	75
AT1G60870	75
AT5G12110	75
AT1G04927	75
AT3G17850	75
AT3G12670	75
AT1G34130	75
AT3G53710	75
AT4G04800	75
AT1G09913	75
AT5G15745	75
AT2G28720	75
AT3G21560	75
AT1G19020	75
AT4G15900	75
AT1G71040	75
AT1G80780	75
AT5G48380	75
AT3G55130	75
AT4G31580	75
AT1G32200	75
AT3G06420	75
AT2G27230	75
AT1G79970	75
AT2G39030	75
AT1G71080	75
AT3G63260	75
AT2G48160	75
AT5G19350	75
AT4G34580	75
AT3G24550	75
AT1G04190	75
AT4G21830	75
AT4G10100	75
AT2G18730	75
AT2G38470	75
AT3G22620	75
AT3G07050	75
AT5G15850	75
AT3G46530	75
AT5G25560	75
AT4G21620	75
AT5G48490	75
AT1G61580	75
AT4G10790	75
AT2G26890	75
AT2G21210	75
AT3G20290	75
AT1G65230	75
AT3G04985	75
AT5G49030	75
AT5G22340	75
AT4G37070	75
AT3G06670	75
AT4G27560	75
AT3G12030	75
AT1G12810	75
AT5G11330	75
AT5G45750	75
AT5G03805	75
AT3G27390	75
AT3G05335	75
AT5G37475	75
AT4G37460	74
AT3G03600	74
AT4G29520	74
AT2G26650	74
AT5G49360	74
AT3G23690	74
AT3G17880	74
AT4G05160	74
AT3G18390	74
AT4G17890	74
AT5G52960	74
AT5G35220	74
AT1G07847	74
AT5G44568	74
AT2G32850	74
AT5G43580	74
AT1G50659	74
AT3G03050	74
AT1G60770	74
AT1G14345	74
AT3G51130	74
AT5G36170	74
AT2G41380	74
AT5G12170	74
AT1G54220	74
AT1G04870	74
AT4G13180	74
AT2G26730	74
AT5G46030	74
AT3G10745	74
AT5G08495	74
AT4G39880	74
AT1G12560	74
AT1G75040	74
AT4G39660	74
AT1G21100	74
AT4G31310	74
AT1G78000	74
AT1G06207	74
AT1G21270	74
AT2G48070	74
AT3G26440	74
AT5G23411	74
AT4G26840	74
AT5G66564	74
AT3G06040	74
AT1G28340	74
AT1G27650	74
AT1G33050	74
AT5G66470	74
AT2G42320	74
AT1G49820	74
AT2G29510	74
AT3G60210	74
AT2G25280	74
AT3G10260	74
AT3G01155	74
AT4G06310	74
AT5G48900	74
AT5G22920	74
AT3G04470	74
AT5G17760	74
AT2G18230	74
AT3G16480	74
AT1G65270	74
AT4G26530	74
AT4G30690	74
AT4G30660	74
AT5G65960	74
AT3G46600	74
AT3G16830	74
AT5G61380	74
AT5G60570	74
AT1G69340	74
AT3G55960	74
AT3G55040	74
AT4G00660	74
AT2G32260	74
AT2G47910	74
AT5G58900	74
AT4G30140	74
AT2G31750	74
AT1G09100	74
AT3G11670	73
AT3G55430	73
AT5G63150	73
AT5G01945	73
AT5G42180	73
AT1G15380	73
AT5G25270	73
AT1G53320	73
AT1G05960	73
AT5G67370	73
AT5G14550	73
AT5G10572	73
AT2G46690	73
AT5G01315	73
AT3G08945	73
AT4G02940	73
AT5G13490	73
AT4G20440	73
AT4G27080	73
AT1G33240	73
AT4G18370	73
AT4G17840	73
AT1G19110	73
AT1G09330	73
AT4G09670	73
AT1G21000	73
AT1G59750	73
AT3G44190	73
AT4G36970	73
AT5G65660	73
AT5G41190	73
AT5G24210	73
AT3G47960	73
AT5G55300	73
AT5G65270	73
AT3G18165	73
AT1G65346	73
AT3G28040	73
AT3G16520	73
AT5G09785	73
AT3G04085	73
AT4G25630	73
AT4G20110	73
AT5G20180	73
AT1G47250	73
AT3G60440	73
AT1G72910	73
AT5G55610	73
AT1G48090	73
AT5G13010	73
AT5G11760	73
AT3G53120	73
AT4G00830	73
AT1G01790	73
AT2G32690	73
AT2G06925	73
AT1G12140	73
AT3G55520	73
AT4G22190	73
AT5G16390	73
AT5G47320	73
AT5G58560	73
AT2G19520	73
AT1G68490	73
AT1G66725	73
AT3G51140	73
AT3G54760	73
AT1G47410	73
AT2G35795	73
AT1G04080	73
AT1G14280	73
AT2G01110	73
AT5G58620	73
AT4G11820	72
AT5G47870	72
AT3G06810	72
AT5G28740	72
AT5G50670	72
AT1G63690	72
AT3G08975	72
AT3G02700	72
AT2G08780	72
AT2G43570	72
AT4G35360	72
AT4G34150	72
AT5G64330	72
AT2G23310	72
AT3G00980	72
AT2G31140	72
AT2G37250	72
AT3G21190	72
AT2G31960	72
AT3G55120	72
AT1G06160	72
AT5G55730	72
AT2G37750	72
AT1G12050	72
AT3G57157	72
AT4G37440	72
AT2G47960	72
AT4G24740	72
AT2G35840	72
AT5G02940	72
AT4G37680	72
AT5G27540	72
AT1G03330	72
AT1G75220	72
AT5G22830	72
AT2G07702	72
AT1G02100	72
AT3G45850	72
AT2G06050	72
AT5G12950	72
AT3G59360	72
AT5G51545	72
AT4G00355	72
AT5G20520	72
AT4G39690	72
AT1G43700	72
AT1G35670	72
AT5G47620	72
AT1G69700	72
AT1G09897	72
AT3G18035	72
AT3G18480	72
AT3G47836	72
AT5G53530	72
AT1G08107	72
AT4G20410	72
AT2G23320	72
AT5G03375	72
AT3G48610	72
AT5G48480	72
AT5G53048	72
AT2G31040	72
AT1G69420	72
AT1G76892	72
AT5G13560	72
AT5G01020	72
AT2G35520	72
AT2G37570	72
AT5G13070	72
AT1G68000	72
AT2G21280	72
AT3G16760	72
AT3G03635	72
AT2G24050	72
AT1G51805	72
AT1G02130	72
AT5G08130	72
AT1G07090	72
AT1G35420	72
AT1G70200	72
AT4G14110	72
AT5G00875	72
AT3G22550	72
AT3G55020	72
AT5G63800	72
AT3G54190	72
AT1G07877	72
AT1G54490	71
AT3G02295	71
AT1G12015	71
AT4G16390	71
AT2G35860	71
AT2G43760	71
AT1G31817	71
AT3G19490	71
AT4G37270	71
AT5G50540	71
AT2G31800	71
AT5G22630	71
AT2G27900	71
AT1G14710	71
AT5G41140	71
AT2G14835	71
AT5G23830	71
AT2G33330	71
AT3G20630	71
AT2G37970	71
AT1G07637	71
AT2G27100	71
AT5G67330	71
AT1G53430	71
AT3G60330	71
AT5G17050	71
AT3G56290	71
AT2G17500	71
AT5G42570	71
AT4G14430	71
AT1G45230	71
AT1G05890	71
AT2G27960	71
AT1G18260	71
AT4G28360	71
AT1G65541	71
AT2G46370	71
AT1G29310	71
AT1G72500	71
AT5G04550	71
AT5G10810	71
AT1G80640	71
AT4G05395	71
AT4G00330	71
AT5G52820	71
AT4G26210	71
AT5G40660	71
AT4G02120	71
AT2G39940	71
AT5G39830	71
ATMG01050	71
AT2G25800	71
AT4G28470	71
AT5G22360	71
AT5G18900	71
AT5G60170	71
AT1G53400	71
AT5G53540	71
AT4G15800	71
AT5G51880	71
AT1G72900	71
AT4G33630	71
AT5G40200	71
AT3G04260	71
AT2G32950	71
AT4G18070	71
AT3G26935	71
AT4G31030	71
AT3G24020	71
AT3G26730	71
AT3G27310	71
AT5G55210	71
AT5G55120	71
AT3G13075	71
AT1G77590	71
AT2G07764	70
AT1G80530	70
AT5G57887	70
AT1G06227	70
AT3G19810	70
AT2G42810	70
AT2G17850	70
AT1G07670	70
AT3G62750	70
AT3G19930	70
AT1G03310	70
AT1G79000	70
AT3G13650	70
AT4G26900	70
AT1G22620	70
AT2G44920	70
AT2G32180	70
AT5G42800	70
AT5G10540	70
AT4G07410	70
AT5G64340	70
AT2G18790	70
AT4G24290	70
AT3G49390	70
AT3G10050	70
AT5G06660	70
AT1G69390	70
AT1G22440	70
AT5G06220	70
AT1G05570	70
AT1G09553	70
AT4G30310	70
AT5G53050	70
AT2G35790	70
AT4G17720	70
AT3G49800	70
AT3G56480	70
AT1G02120	70
AT1G26220	70
AT5G19180	70
AT1G53520	70
AT2G22490	70
AT3G24350	70
AT1G09010	70
AT3G16670	70
AT3G27530	70
AT3G58550	70
AT2G11890	70
