Gen	TotalRecuentos
AT2G26870	2386
AT4G38180	2386
AT5G23440	2386
AT5G36670	2386
AT1G12160	2385
AT3G28070	2385
AT4G35730	2385
AT5G54260	2385
AT2G45890	2384
AT1G29030	2383
AT4G25840	2383
AT5G41580	2383
AT3G13350	2382
AT5G12390	2382
AT2G44440	2381
AT3G56880	2381
AT5G43160	2381
AT5G43870	2381
AT2G30615	2379
AT3G55290	2379
AT4G04880	2379
AT4G21760	2379
AT4G06676	2378
AT2G40640	2376
AT3G04355	2376
AT4G04330	2376
AT4G28990	2375
AT2G40620	2374
AT1G06960	2373
AT5G01230	2373
AT5G51960	2373
AT3G07590	2372
AT3G47836	2372
AT1G14780	2371
AT1G16250	2371
AT1G12020	2370
AT1G67660	2370
AT3G03120	2370
AT3G17590	2370
AT3G57180	2370
AT5G16240	2370
AT5G17460	2370
AT1G10020	2369
AT1G78810	2369
AT5G17250	2369
AT5G39580	2369
AT1G44960	2368
AT4G38490	2368
AT4G08825	2367
AT1G09050	2366
AT1G22510	2366
AT1G64760	2365
AT1G17520	2364
AT4G36050	2364
AT1G32350	2363
AT1G80050	2362
AT2G37920	2362
AT4G31650	2361
AT5G28920	2361
AT2G23370	2360
AT2G30280	2360
AT2G16870	2359
AT4G15500	2359
AT4G30000	2359
AT5G40530	2359
AT4G27100	2358
AT2G36895	2357
AT2G45245	2357
AT2G09650	2356
AT3G44690	2356
AT5G51740	2356
AT3G60140	2355
AT5G26038	2355
AT5G39840	2355
AT2G17705	2354
AT5G24680	2354
AT1G73130	2353
AT3G04965	2353
AT5G03030	2353
AT1G26180	2352
AT2G46320	2352
AT4G16800	2352
AT1G47750	2351
AT3G60960	2351
AT5G56020	2351
AT1G17060	2350
AT1G26930	2350
AT1G03360	2349
AT3G09010	2349
AT3G26640	2349
AT4G05040	2349
AT1G75020	2348
AT4G35510	2348
AT2G12550	2346
AT3G23790	2345
AT5G24980	2345
AT5G39670	2345
AT1G75240	2344
AT2G28480	2343
AT3G27460	2343
AT3G52760	2343
AT4G16680	2343
AT5G13310	2343
AT1G80840	2342
AT3G55990	2342
AT5G02605	2341
AT1G09520	2339
AT5G58760	2339
AT1G30240	2338
AT2G01400	2338
AT4G24530	2338
AT2G07617	2337
AT2G29620	2337
AT5G50970	2337
AT1G03400	2336
AT4G14630	2336
AT1G18690	2335
AT5G54145	2335
AT1G05860	2333
AT1G13195	2333
AT1G48140	2333
AT1G56423	2333
AT1G66100	2333
AT4G39180	2333
AT5G39900	2333
AT1G17930	2332
AT2G26100	2332
AT1G06717	2331
AT1G61120	2331
AT2G17670	2331
AT4G24500	2331
AT1G17490	2330
AT2G09400	2330
AT3G52605	2330
AT4G23920	2330
AT1G48260	2328
AT3G27906	2328
AT3G63510	2328
AT4G03230	2328
AT5G60860	2328
AT3G22840	2327
AT5G11750	2327
AT5G51670	2326
AT1G16630	2325
AT1G19100	2325
AT2G31440	2325
AT1G03530	2324
AT3G07060	2324
AT4G21192	2324
AT2G07765	2323
ATMG01050	2323
AT1G21740	2322
AT1G49032	2322
AT3G11770	2322
AT1G75900	2321
AT3G04443	2321
AT5G39940	2321
AT1G04700	2320
AT1G18485	2320
AT3G04440	2320
AT4G05000	2320
AT5G07110	2320
AT2G46590	2319
AT2G09675	2318
AT3G04010	2318
AT3G07540	2318
AT1G12330	2317
AT1G22640	2317
AT2G21500	2317
AT4G00335	2317
AT4G34135	2317
AT1G05590	2316
AT1G18030	2315
AT2G04050	2315
AT3G47630	2315
AT4G13100	2315
AT5G04160	2315
AT5G24310	2315
AT1G25470	2314
AT4G12760	2314
AT4G15810	2314
AT5G05995	2314
AT5G64680	2314
AT2G29990	2313
AT1G17350	2312
AT5G48340	2312
AT1G62422	2311
AT2G27970	2311
AT4G31010	2310
AT1G27700	2309
AT5G06610	2309
AT3G60180	2308
AT5G03500	2308
ATMG00190	2308
AT1G69440	2307
AT1G44110	2306
AT3G23290	2306
AT1G66140	2304
AT1G76980	2304
AT3G18730	2304
AT4G17010	2304
AT4G24670	2304
AT5G18070	2304
AT5G43680	2304
AT1G08530	2302
AT1G34350	2301
AT2G22840	2301
AT2G39710	2301
AT2G44820	2301
AT3G22425	2301
AT5G46690	2301
AT2G40320	2300
AT4G14147	2300
AT1G04260	2299
AT1G30070	2299
AT4G26470	2299
AT5G36120	2299
AT1G74453	2298
AT3G49790	2298
AT2G28660	2297
AT2G30150	2297
AT4G04221	2297
AT5G08340	2297
AT5G62430	2297
AT4G32680	2296
AT1G02740	2295
AT1G71360	2295
AT1G78090	2294
AT5G67170	2294
AT5G53740	2293
AT5G62360	2293
AT3G03702	2291
AT3G49360	2291
AT2G22100	2290
AT5G61350	2290
AT1G03770	2288
AT2G01090	2287
AT2G02370	2287
AT4G21350	2287
AT1G09543	2286
AT1G12845	2286
AT1G62990	2286
AT3G01610	2286
AT3G16440	2286
AT1G04827	2285
AT1G29240	2285
AT1G07728	2284
AT2G36470	2284
AT2G45850	2283
AT2G46630	2283
AT3G59870	2283
AT4G30630	2282
AT1G11905	2281
AT2G37680	2281
AT4G14740	2281
AT3G24715	2280
AT4G16790	2280
AT4G36790	2280
AT4G18250	2279
AT1G34120	2278
AT1G45233	2278
AT1G59720	2278
AT3G02160	2278
AT1G62370	2277
AT5G42110	2277
AT1G10730	2276
AT1G45150	2276
AT2G06510	2276
AT4G28730	2276
AT1G07725	2275
AT1G14200	2275
AT2G02360	2275
AT3G07420	2275
AT3G59570	2275
AT3G60840	2275
AT1G77290	2274
AT4G21400	2274
AT5G47380	2274
AT1G22540	2273
AT5G41610	2273
AT2G31585	2272
AT3G03700	2272
AT1G21710	2271
AT2G03925	2271
AT3G53240	2270
AT4G04220	2270
AT5G42590	2270
AT5G44710	2270
AT1G59540	2268
AT3G56110	2268
AT4G26550	2267
AT4G32360	2267
ATMG00320	2267
AT5G11840	2266
AT5G41612	2266
AT1G23140	2265
AT2G38210	2265
AT2G46860	2265
AT3G12750	2265
AT5G01250	2265
AT1G22880	2264
AT4G29780	2263
AT4G30800	2263
AT3G06355	2262
AT5G25170	2262
AT3G06270	2261
AT3G44150	2261
AT5G62500	2261
AT1G53870	2260
AT1G73540	2260
AT3G18100	2260
AT5G45840	2260
AT1G47960	2259
AT2G07628	2259
AT3G44820	2259
AT3G52260	2259
AT4G01130	2259
AT5G65610	2258
AT3G12340	2257
AT4G29140	2257
AT5G24390	2257
AT5G54040	2257
AT2G39040	2256
AT1G58590	2255
AT1G14685	2254
AT2G33290	2254
AT3G23100	2254
AT4G35320	2254
AT5G23990	2254
AT1G50700	2253
AT2G07756	2253
AT5G61980	2253
AT5G63340	2253
AT1G11530	2252
AT1G48380	2252
AT3G20240	2252
AT3G48350	2252
AT3G45970	2251
AT1G67470	2250
AT4G24730	2250
AT4G31150	2250
AT1G63240	2249
AT2G38880	2249
AT3G06920	2249
AT4G23140	2249
AT1G78770	2248
AT3G23805	2248
AT2G33510	2247
AT2G38820	2247
AT3G21390	2247
AT3G47010	2247
AT5G25590	2247
AT1G09623	2246
AT5G10625	2246
AT1G03260	2245
AT2G30580	2245
AT3G62770	2245
AT1G51170	2244
AT3G11100	2243
AT3G18500	2243
AT5G24150	2243
AT5G64470	2243
AT1G29300	2242
AT3G06570	2242
AT3G55730	2242
AT1G01240	2241
AT3G25020	2241
AT3G25510	2241
AT5G15790	2240
AT5G37010	2240
AT2G09975	2239
AT4G11440	2239
AT1G13670	2238
AT3G10450	2238
AT5G18240	2238
AT5G51540	2238
AT3G61610	2237
AT4G31730	2237
AT5G18440	2237
AT3G05932	2236
AT3G28700	2236
AT2G25300	2234
AT1G80550	2233
AT2G27490	2233
AT2G46250	2233
AT5G52660	2233
AT1G32870	2232
AT1G34418	2232
AT1G48315	2232
AT2G26970	2232
AT3G49860	2232
AT2G42920	2231
AT3G63270	2231
AT5G57910	2231
AT1G02660	2230
AT2G19640	2230
AT2G32530	2230
AT3G09800	2230
AT1G55590	2229
AT2G23910	2229
AT3G13050	2229
AT4G27390	2229
AT4G31840	2229
AT1G62320	2228
AT1G79075	2228
AT1G12970	2227
AT1G23410	2227
AT1G04467	2226
AT5G23710	2226
AT5G35753	2226
AT5G57410	2226
AT1G09913	2225
AT1G19290	2225
AT3G06320	2225
AT5G22250	2225
AT5G44560	2225
AT4G18593	2224
AT4G37553	2224
AT5G06839	2224
AT5G27000	2224
AT3G26500	2223
AT3G26512	2223
AT5G03800	2223
AT1G77250	2222
AT2G34840	2222
AT5G66440	2221
AT4G31770	2220
AT5G48775	2220
AT3G04035	2218
AT3G25980	2218
AT1G71490	2217
AT2G04235	2217
AT3G60520	2217
AT1G72310	2216
AT4G06770	2216
AT1G18340	2215
AT2G19460	2215
AT2G30160	2215
AT4G33960	2215
AT5G46740	2215
AT1G70420	2214
AT1G17790	2213
AT2G41730	2213
AT3G03000	2213
AT5G35190	2213
AT4G11530	2212
AT5G19380	2212
AT3G09035	2211
AT4G24380	2211
AT2G34390	2210
AT3G60510	2210
AT4G35770	2210
AT1G04390	2209
AT4G17540	2209
AT4G27740	2209
AT5G09250	2209
AT5G16890	2209
AT1G15510	2208
AT2G30270	2207
AT4G03595	2207
AT4G33180	2207
AT1G02010	2206
AT1G53890	2206
AT1G72280	2206
AT2G02955	2206
AT4G24880	2206
AT5G41240	2206
AT5G60280	2206
AT1G14080	2205
AT1G15570	2205
AT3G61770	2205
AT3G05370	2204
AT5G35740	2204
AT5G47400	2204
AT1G50260	2203
AT4G11211	2203
AT4G37670	2202
AT5G23395	2202
AT1G72190	2201
AT2G44430	2201
AT3G24090	2201
AT5G48770	2201
AT5G39150	2200
AT5G65970	2200
AT1G24625	2199
AT1G71830	2199
AT3G22800	2199
AT3G48410	2199
AT3G23210	2198
AT4G07950	2198
AT5G55510	2198
AT5G63140	2198
AT1G01990	2197
AT1G78540	2197
AT3G60200	2197
AT4G15520	2197
AT2G38730	2196
AT5G61270	2196
AT2G25605	2195
AT1G77020	2194
AT2G19580	2194
AT4G00950	2194
AT5G49850	2194
AT5G57240	2194
AT5G24780	2193
AT5G57170	2193
AT3G61060	2192
AT4G08225	2192
AT4G37890	2192
AT5G06210	2192
AT1G04513	2191
AT1G30540	2191
AT1G45231	2191
AT5G01990	2191
AT3G11600	2190
AT5G43020	2190
AT5G25050	2189
AT5G63440	2189
AT4G36020	2188
AT5G38290	2188
AT2G18245	2187
AT3G10910	2187
AT2G42080	2186
AT3G57190	2186
AT4G01910	2186
AT4G18380	2186
AT5G04260	2186
AT5G15581	2185
AT5G35940	2185
AT5G35995	2185
AT1G76060	2184
AT3G55605	2184
AT5G67350	2184
AT1G73380	2183
AT2G17030	2183
AT2G44020	2183
AT4G07130	2183
AT4G11080	2183
AT4G27840	2183
AT5G14610	2183
AT3G17300	2182
AT4G21900	2182
AT2G26760	2181
AT3G62540	2181
AT4G15790	2181
AT1G01180	2180
AT1G03550	2180
AT1G04083	2180
AT2G38180	2180
AT4G21530	2180
AT1G54250	2179
AT1G68290	2179
AT3G58650	2179
AT3G16870	2178
AT5G42060	2178
AT5G43140	2178
AT2G44130	2177
AT3G07440	2177
AT4G12830	2177
AT1G60505	2176
AT4G15450	2176
AT1G09230	2175
AT3G25410	2175
AT5G02280	2175
AT3G15990	2174
AT5G01310	2174
AT5G49215	2174
AT5G06770	2173
AT1G20460	2172
AT3G15390	2172
AT4G29820	2172
AT4G22850	2171
AT5G20220	2171
AT5G55840	2171
AT2G19810	2170
AT1G51310	2169
AT2G28110	2169
AT3G17700	2169
AT5G63480	2169
AT2G47860	2168
AT3G49290	2168
AT4G22756	2168
AT5G23405	2168
AT5G35410	2168
AT5G26670	2167
AT1G74456	2166
AT3G62470	2166
AT4G25110	2166
AT5G38900	2166
AT1G27050	2165
AT2G31450	2165
AT3G16030	2165
AT5G22820	2165
AT1G03940	2164
AT1G17255	2164
AT1G21070	2164
AT5G45610	2164
AT1G29395	2163
AT2G31840	2163
AT4G22990	2163
AT3G57120	2162
AT5G39450	2162
AT2G18465	2161
AT3G46550	2161
AT4G11970	2161
AT1G61980	2160
AT1G66620	2160
AT4G03250	2160
AT2G03667	2159
AT1G15430	2158
AT2G41670	2158
AT2G47260	2158
AT3G55110	2158
AT2G04570	2157
AT2G26810	2157
AT3G13550	2157
AT3G26410	2157
AT1G14990	2156
AT5G62950	2156
AT1G61667	2155
AT1G72860	2155
AT3G03130	2155
AT5G40280	2155
AT1G76300	2154
AT2G35130	2154
AT4G37020	2154
AT5G45040	2154
AT1G30730	2153
AT2G39705	2153
AT3G51110	2153
AT5G64000	2153
AT3G22183	2152
AT5G27820	2152
AT5G41800	2152
AT1G69310	2151
AT3G58690	2151
AT4G16970	2151
AT4G21840	2151
AT5G06450	2150
AT5G26770	2150
AT1G30760	2149
AT1G61430	2149
AT2G43500	2149
AT4G17616	2149
AT4G22830	2149
AT1G07607	2148
AT2G15320	2148
AT2G30330	2148
AT3G58900	2148
AT1G67910	2146
AT2G45530	2146
AT2G46890	2146
AT3G47480	2146
AT5G13150	2146
AT5G65613	2146
AT2G40090	2145
AT3G08365	2145
AT1G70140	2144
AT3G61750	2144
ATMG01110	2144
AT1G73310	2143
AT2G22690	2143
AT4G35060	2143
AT1G30600	2142
AT2G17975	2142
AT2G40120	2141
AT3G45070	2141
AT4G01595	2141
AT5G61550	2141
AT1G47560	2140
AT3G03210	2140
AT3G16350	2140
AT4G05330	2140
AT1G67040	2139
AT3G06210	2139
AT3G18620	2139
AT5G64380	2138
AT1G55510	2136
AT3G03135	2136
AT4G02980	2136
AT5G62980	2136
AT3G43440	2135
AT1G01860	2134
AT1G22310	2134
AT3G10040	2134
AT4G38495	2134
AT4G27620	2133
AT5G56460	2133
AT3G16920	2132
AT4G38090	2132
AT5G09420	2132
AT5G23400	2131
AT5G03553	2130
AT1G62290	2129
AT1G68730	2129
AT3G15900	2129
AT4G05520	2129
AT4G14010	2129
AT1G17830	2128
AT2G21130	2128
AT2G27590	2128
AT3G22160	2128
AT5G14545	2128
AT1G49180	2127
AT5G52230	2127
AT5G58575	2127
AT1G04837	2126
AT1G08973	2126
AT4G21445	2126
AT5G04820	2126
AT3G07130	2125
AT5G15710	2125
AT1G74550	2124
AT2G21090	2124
AT5G06570	2124
AT2G47540	2122
AT1G05763	2121
AT1G11090	2120
AT1G76310	2120
AT4G28830	2120
AT1G06645	2119
AT1G53560	2119
AT2G17350	2119
AT3G54020	2119
AT3G21420	2118
AT3G22180	2118
AT5G11550	2118
AT1G32930	2117
AT1G74650	2117
AT4G15820	2117
AT5G46890	2117
AT2G37585	2116
AT5G17980	2116
AT1G78590	2115
AT4G20340	2115
AT5G28830	2115
AT1G08857	2114
AT4G13370	2114
AT5G09310	2114
AT3G04770	2113
AT5G10930	2113
AT1G48560	2112
AT1G79460	2112
AT3G03145	2112
AT1G66750	2111
AT2G33500	2111
AT4G38570	2111
AT5G65140	2110
AT4G34250	2109
AT5G59700	2109
AT1G23460	2108
AT1G68650	2108
AT2G16980	2108
AT1G08315	2107
AT5G37690	2107
AT2G01940	2106
AT3G50630	2106
AT3G52740	2106
AT1G09677	2105
AT1G09777	2105
AT1G17590	2105
AT3G18310	2105
AT3G19790	2105
AT4G35410	2105
AT1G04927	2104
AT2G37540	2104
AT1G53070	2103
AT3G12210	2103
AT5G10830	2103
AT1G22220	2102
AT1G78260	2102
AT5G39180	2102
AT1G54040	2101
AT2G28120	2101
AT3G25600	2101
AT5G42760	2101
AT1G16070	2100
AT5G61250	2100
AT1G71970	2099
AT5G25840	2099
AT1G17530	2098
AT1G31050	2098
AT1G49780	2098
AT2G16270	2098
AT3G25710	2098
AT3G44970	2098
AT4G12130	2098
AT1G31820	2097
AT2G04100	2097
AT3G66652	2097
AT2G08765	2096
ATCG01030	2096
AT2G01120	2095
AT2G14050	2095
AT5G60590	2095
AT1G48320	2094
AT2G34910	2094
AT3G09370	2094
AT1G47580	2093
AT3G07210	2093
AT3G61830	2093
AT4G04870	2093
AT1G34420	2092
AT2G40420	2092
AT3G62260	2091
AT5G15130	2091
AT1G47270	2090
AT5G53590	2090
AT1G74590	2089
AT5G62030	2089
AT5G15460	2088
AT1G25530	2087
AT3G44450	2087
AT3G48520	2087
AT4G20450	2087
AT5G58920	2087
AT1G06237	2086
AT2G44480	2086
AT2G16880	2084
AT3G30841	2084
AT4G29430	2084
AT5G03220	2084
AT4G14650	2083
AT4G33100	2083
AT1G75960	2082
AT1G04647	2081
AT5G22940	2080
AT1G62610	2079
AT4G30662	2079
AT5G04220	2079
AT3G05510	2078
AT5G04520	2078
AT3G06130	2077
AT3G01140	2076
AT3G10572	2076
AT1G08220	2074
AT1G56612	2074
AT1G60390	2074
AT2G40130	2074
AT5G22290	2074
AT5G24770	2074
AT2G29420	2073
AT2G45830	2073
AT4G01390	2073
AT5G66520	2073
ATMG00140	2073
AT3G28100	2072
AT4G00670	2072
AT4G28640	2072
AT1G66760	2070
AT4G30320	2070
AT5G20410	2070
ATMG00430	2070
AT1G06010	2069
AT1G77240	2069
AT2G17040	2069
AT2G36670	2069
AT3G01550	2069
AT4G34560	2069
AT4G38290	2069
AT1G70690	2068
AT2G42240	2068
AT3G07860	2068
AT5G08600	2068
AT1G27960	2067
AT2G09660	2067
AT4G02850	2067
AT4G17800	2067
AT3G46670	2066
AT4G07825	2066
AT5G14100	2066
AT5G67390	2066
ATMG01150	2066
AT1G55190	2065
AT3G24030	2065
AT5G03150	2064
AT1G59850	2063
AT3G02305	2063
AT3G06030	2063
AT4G01883	2063
AT2G31710	2062
AT1G62030	2061
AT3G13190	2061
AT4G04490	2061
AT4G27410	2061
AT2G02910	2060
AT2G28810	2060
AT2G32410	2060
AT3G12540	2060
AT3G55150	2060
AT4G23330	2060
AT5G58010	2060
AT1G05453	2059
AT4G39370	2058
AT2G18410	2057
AT5G19670	2057
AT1G54290	2056
AT4G24660	2056
AT4G34680	2056
AT5G01510	2056
AT1G68050	2055
AT4G10170	2055
AT4G19680	2055
AT5G44170	2055
AT5G43170	2054
AT3G05330	2053
AT1G49350	2052
AT1G49840	2052
AT3G57320	2052
AT5G47630	2052
AT1G73090	2051
AT2G26355	2051
AT4G28940	2051
AT1G16060	2050
AT1G56310	2050
AT1G66740	2050
AT2G07792	2050
AT3G08910	2050
AT3G55640	2050
AT4G35620	2050
AT1G09390	2049
AT1G73820	2049
AT1G33520	2048
AT1G52630	2048
AT2G20585	2048
AT3G21700	2048
AT3G62860	2048
AT4G08240	2048
AT4G38370	2048
AT1G65790	2046
AT1G79490	2046
AT3G01142	2046
AT3G55660	2046
AT5G22140	2046
AT3G05625	2045
AT1G68185	2044
AT1G71310	2044
AT3G07190	2044
AT4G00110	2044
AT3G43920	2042
AT4G02140	2042
AT2G16530	2041
AT3G09540	2041
AT3G61160	2041
AT5G66360	2041
AT2G44010	2040
AT5G40190	2040
AT1G53920	2039
AT1G08037	2038
AT1G55820	2038
AT4G37160	2038
AT1G01740	2037
AT2G05590	2037
AT5G53750	2037
AT2G41800	2036
AT3G58020	2036
AT5G60370	2036
AT3G15352	2035
AT3G25740	2035
AT4G18050	2035
AT5G51680	2034
AT5G57890	2034
AT1G02680	2033
AT1G28540	2033
AT1G50055	2033
AT4G09350	2033
AT5G13270	2033
AT5G18290	2033
AT5G19300	2033
AT5G62020	2033
AT1G24575	2032
AT1G48200	2032
AT2G07340	2032
AT3G10210	2032
AT5G18970	2032
AT5G54230	2032
AT5G63280	2032
AT3G08040	2031
AT3G56270	2031
AT1G64840	2030
AT1G76120	2030
AT3G28760	2030
AT5G16900	2030
AT1G21910	2029
AT2G07652	2029
AT2G22620	2029
AT4G35987	2029
AT1G16650	2028
AT4G24140	2028
AT5G53110	2028
AT5G59410	2028
AT2G20495	2027
AT5G66790	2027
AT1G12530	2026
AT1G69330	2026
AT1G73240	2026
AT3G27150	2026
AT5G26010	2026
AT4G40000	2025
AT5G64650	2025
AT1G03545	2024
AT4G13400	2024
AT3G24000	2023
AT5G59530	2023
AT1G05385	2022
AT1G51270	2021
AT2G20560	2021
AT3G05935	2021
AT3G18295	2021
AT4G27745	2021
AT5G08710	2021
AT2G19120	2020
AT3G13150	2020
AT3G15650	2020
AT4G18590	2020
AT4G23990	2020
AT5G15150	2020
AT1G74280	2019
AT2G15220	2019
AT3G48470	2019
AT5G51730	2019
AT1G21390	2018
AT4G10955	2018
AT5G52380	2018
AT4G02195	2017
AT2G45690	2016
AT3G05800	2016
AT5G12980	2016
AT2G38760	2015
AT5G44500	2015
AT2G43540	2014
AT1G09143	2013
AT5G61560	2013
AT1G09290	2012
AT2G38370	2012
AT3G01350	2011
AT3G20910	2011
AT4G15070	2011
AT5G23090	2011
AT5G62865	2011
AT2G28830	2010
AT3G27010	2010
AT3G33520	2010
AT1G29630	2009
AT5G15960	2009
AT1G18490	2008
AT1G18090	2007
AT4G18910	2007
AT5G57780	2007
AT3G05400	2006
AT4G03320	2006
AT4G29400	2006
AT5G03170	2006
AT5G38110	2006
AT1G14310	2005
AT1G26730	2005
AT3G05145	2005
AT3G17250	2005
AT4G00480	2004
AT5G40550	2004
AT5G47810	2004
AT1G10920	2003
AT2G23130	2003
AT3G02165	2003
AT4G25830	2003
AT5G01870	2003
AT5G41130	2003
AT2G01280	2002
AT5G22300	2002
AT5G66100	2002
AT2G01900	2001
AT2G31730	2001
AT2G41945	2000
AT3G52155	1999
AT4G03820	1999
AT1G68400	1998
AT2G35230	1998
AT2G35660	1998
AT2G40570	1998
AT2G41950	1998
AT3G22570	1998
AT1G09863	1997
AT4G02550	1997
AT4G22340	1997
AT5G09225	1997
AT5G13090	1996
AT1G19950	1995
AT1G32690	1995
AT4G26680	1995
AT5G24630	1995
AT1G52520	1994
AT3G56470	1994
AT3G63450	1994
AT4G12870	1994
AT1G25400	1993
AT1G55675	1993
AT5G38360	1993
AT1G09893	1992
AT1G69570	1992
AT5G09125	1992
AT5G22130	1992
AT5G23750	1992
ATCG00060	1992
AT1G53170	1991
AT3G54680	1991
AT3G63390	1991
AT5G15600	1991
AT5G67430	1991
AT3G44435	1990
AT1G48550	1989
AT3G48210	1988
AT5G01260	1988
AT4G14905	1987
AT1G04007	1986
AT1G08340	1986
AT5G06410	1986
AT1G49870	1985
AT2G45150	1985
AT3G62060	1983
AT4G24570	1983
AT2G36854	1982
AT5G50170	1982
AT1G13580	1981
AT1G20550	1981
AT1G21010	1981
AT2G38080	1981
AT3G10960	1981
AT3G23470	1981
AT5G38720	1981
AT3G44735	1980
AT3G62220	1980
AT4G01430	1980
AT1G73860	1979
AT1G79450	1979
AT3G47980	1979
AT4G00150	1979
AT2G40970	1978
AT1G80290	1977
AT3G60480	1977
AT5G22730	1977
AT1G58223	1976
AT3G59900	1976
AT4G01650	1976
AT4G25515	1976
AT5G66380	1976
AT1G03687	1975
AT5G59400	1975
AT1G11950	1974
AT2G27310	1974
AT3G61640	1974
AT4G27852	1974
AT5G67230	1974
AT1G18550	1973
AT2G02680	1973
AT1G16930	1972
AT3G12550	1972
AT1G02370	1971
AT1G23060	1971
AT1G68600	1971
AT5G45760	1971
AT1G48100	1970
AT5G12930	1969
AT5G65090	1969
AT1G66700	1966
AT2G04620	1966
AT2G19280	1966
AT5G09840	1966
AT5G59080	1966
AT1G50280	1965
AT3G09995	1965
AT1G07050	1964
AT3G49668	1964
AT5G56120	1964
AT5G63630	1964
AT2G18240	1963
AT2G18350	1963
AT2G41000	1963
AT3G05810	1963
AT3G59800	1963
AT2G19620	1962
AT2G25570	1962
AT3G62090	1962
AT4G14746	1962
AT5G08135	1962
AT5G19630	1962
AT1G28390	1961
AT2G16790	1961
AT5G27360	1961
AT5G48070	1961
AT1G26390	1960
AT2G06040	1959
AT3G11650	1959
AT5G26310	1959
AT2G01760	1958
AT2G07656	1958
AT2G24390	1958
AT5G50915	1957
AT1G45545	1956
AT3G25010	1956
AT3G54430	1956
AT4G21820	1956
AT1G60620	1955
AT2G30840	1955
AT3G05600	1955
AT4G10280	1955
AT4G22810	1955
AT5G54140	1955
AT1G47870	1954
AT1G62590	1954
AT4G23760	1954
AT1G61080	1953
AT2G21320	1951
AT2G27340	1951
AT1G16370	1950
AT3G56320	1950
AT5G57950	1950
AT1G78895	1949
AT2G43235	1949
AT3G54085	1949
AT3G06470	1948
AT4G14970	1948
AT1G03457	1947
AT2G18193	1947
AT3G45400	1947
AT3G50650	1947
AT1G08087	1946
AT2G29760	1946
AT3G54130	1946
AT4G25310	1946
AT4G34131	1946
AT5G04200	1946
AT1G69240	1945
AT1G79700	1945
AT2G31110	1945
AT3G05940	1945
AT4G13950	1945
AT5G18780	1945
AT1G11180	1944
AT1G11210	1944
AT1G52140	1944
AT3G19220	1944
AT3G42640	1943
AT5G01850	1943
AT1G18382	1942
AT5G65690	1942
AT2G14850	1940
AT2G28305	1940
AT5G61930	1940
AT3G26490	1939
AT1G26100	1938
AT2G28130	1938
AT4G03705	1938
AT4G28390	1938
AT5G59460	1938
AT5G64360	1938
AT2G08335	1937
AT4G16957	1937
AT1G23110	1936
AT2G37060	1936
AT2G48000	1936
AT3G20680	1936
AT3G21260	1936
AT4G09375	1936
AT1G10210	1935
AT1G31175	1935
AT5G01170	1935
AT5G05950	1935
AT1G01760	1934
AT1G06080	1934
AT1G06770	1934
AT2G07648	1934
AT3G47120	1934
AT5G30495	1934
AT1G25510	1933
AT1G53140	1933
AT1G60080	1933
AT2G36370	1933
AT2G36420	1932
AT5G38460	1932
AT3G17365	1931
AT4G00650	1931
AT5G63040	1930
AT1G17610	1929
AT1G78700	1929
AT2G08340	1929
AT3G55060	1929
AT4G23840	1929
AT5G46050	1929
AT3G08635	1928
AT3G61280	1928
AT5G10130	1928
AT5G17780	1928
AT1G73750	1927
AT5G60020	1927
AT1G62975	1926
AT2G22570	1926
AT2G37330	1926
AT4G08580	1926
AT4G11130	1926
AT2G21880	1925
AT2G28230	1925
AT4G32830	1925
AT1G06450	1924
AT3G08890	1924
AT1G67110	1923
AT1G74660	1923
AT3G48460	1922
AT4G19045	1922
AT5G10605	1922
AT2G02450	1921
AT2G40113	1921
AT5G60900	1921
AT2G34090	1920
AT1G06515	1919
AT1G10990	1919
AT1G18745	1919
AT1G25290	1919
AT2G31870	1919
AT3G26920	1919
AT5G05365	1919
AT2G34500	1918
AT2G44380	1918
AT5G66550	1918
ATMG00360	1918
AT2G09325	1917
AT3G03360	1916
AT3G18790	1915
AT1G14860	1914
AT1G71140	1914
AT2G26410	1914
AT1G19310	1913
AT2G22270	1913
AT1G17040	1912
AT4G15890	1912
AT1G09897	1911
AT1G59590	1911
AT3G01135	1911
AT3G07795	1911
AT3G50920	1911
AT3G60550	1911
AT4G31600	1911
AT5G05987	1911
AT5G16310	1911
AT5G54060	1911
AT1G26520	1909
AT1G59660	1909
AT1G63150	1909
AT5G42770	1909
AT5G57100	1909
AT5G19260	1908
AT5G26040	1908
AT5G54180	1908
AT3G17470	1907
AT4G32750	1907
AT5G27490	1906
ATMG01260	1906
AT3G16730	1904
AT3G25790	1904
AT3G46130	1904
AT5G15760	1904
AT5G65740	1904
AT1G71430	1903
AT3G19970	1903
AT4G22410	1903
AT5G09785	1903
AT2G24530	1902
AT4G22517	1902
AT1G14600	1901
AT1G64500	1901
AT2G32590	1901
AT3G60400	1901
AT3G58830	1900
AT5G13210	1900
AT5G24580	1900
AT1G69890	1899
AT2G45900	1899
AT3G15635	1899
AT2G33585	1898
AT3G09580	1898
AT5G48330	1898
AT3G57720	1897
AT4G25390	1897
AT4G26430	1896
AT1G19990	1895
AT3G18090	1895
AT1G80650	1894
AT4G01920	1894
AT4G17500	1894
AT5G46230	1894
AT5G59670	1894
AT4G14290	1893
AT4G28310	1893
AT1G66160	1892
AT1G80690	1892
AT4G39770	1892
AT2G23430	1891
AT3G05340	1891
AT5G47950	1891
