Gen	TotalRecuentos
AT5G04170	13432
AT1G14650	13431
AT3G55130	13428
AT5G44190	13424
AT2G19110	13420
AT1G19110	13418
AT1G01540	13414
AT5G54800	13414
AT1G05520	13411
AT3G49560	13408
AT1G34130	13406
AT1G77590	13397
AT4G33630	13397
AT1G44800	13396
AT1G64880	13394
AT2G14080	13392
AT5G61970	13391
AT2G42320	13385
AT1G17370	13384
AT3G49140	13382
AT2G40590	13381
AT3G01370	13381
AT1G08640	13378
AT5G01400	13376
AT1G04250	13366
AT1G27980	13363
AT2G20270	13353
AT3G08730	13352
AT1G72500	13350
AT4G01370	13341
AT1G12320	13335
AT1G01050	13332
AT2G19740	13329
AT5G23860	13323
AT3G48190	13311
AT1G31180	13308
AT5G67480	13308
AT5G57490	13304
AT4G04720	13300
ATMG00110	13297
AT3G15354	13295
AT4G16155	13293
AT5G40390	13274
AT4G15393	13270
AT4G12780	13266
AT2G37550	13264
AT5G26850	13263
AT4G24740	13258
AT5G61910	13254
AT1G11480	13250
AT1G68580	13248
AT2G40400	13245
AT5G44070	13240
AT3G47810	13230
AT1G80360	13228
AT4G39280	13223
AT2G26570	13222
AT1G74160	13221
AT3G51770	13220
AT2G33630	13218
AT1G59890	13213
AT5G51430	13203
AT4G08350	13200
AT5G57625	13199
AT2G46370	13191
AT3G25860	13188
AT3G09860	13184
AT4G31170	13175
AT5G47840	13175
AT1G27210	13165
AT1G77710	13149
AT4G09250	13141
AT4G31080	13139
AT1G11330	13137
AT4G24020	13137
AT5G21990	13137
AT3G28550	13135
AT5G33320	13134
AT1G21660	13132
AT1G23730	13130
AT5G07940	13126
AT4G19690	13125
AT5G50000	13122
AT1G01630	13109
AT5G58040	13109
AT2G27040	13108
ATMG01020	13108
AT4G01395	13107
AT1G64750	13106
AT1G27970	13089
AT3G46000	13082
AT1G33700	13077
AT3G05545	13076
AT3G52720	13073
AT4G01810	13072
AT1G60800	13071
AT1G30690	13058
AT2G34040	13057
AT2G17410	13055
AT1G32490	13051
AT4G11830	13044
AT5G16680	13044
AT2G07798	13039
AT1G78080	13036
AT2G37340	13035
AT2G20230	13026
AT4G08520	13020
AT3G17650	13015
AT1G30530	13014
AT5G66950	13014
AT1G31540	13013
AT5G58430	13008
AT3G61480	13005
AT3G24550	13002
AT2G19750	13001
AT2G24280	12999
AT3G45310	12989
AT2G35110	12986
AT1G06390	12985
AT2G02130	12984
AT4G30810	12982
AT5G01810	12982
AT1G58030	12981
AT2G39260	12981
AT2G44080	12980
AT1G03380	12979
AT5G05080	12979
AT2G42810	12967
AT1G06890	12960
AT3G60190	12958
AT1G05890	12953
AT3G61820	12946
AT2G32850	12941
AT1G59750	12940
AT1G52740	12937
AT3G16785	12937
AT1G51800	12935
AT3G26100	12930
AT2G19540	12927
AT1G78020	12924
AT5G53860	12924
AT3G07270	12920
AT2G39970	12916
AT5G45410	12914
AT1G27130	12911
AT5G15540	12911
AT5G57930	12906
AT2G27100	12903
AT5G01350	12887
AT5G46520	12885
AT3G13530	12880
AT1G55090	12876
AT5G21274	12864
AT5G62810	12864
AT1G12310	12855
AT1G75820	12855
AT1G11750	12854
AT3G45630	12852
AT4G16490	12850
AT2G07642	12848
AT1G26550	12845
AT3G06880	12842
AT1G11430	12841
AT1G25260	12841
AT3G24190	12840
AT3G57870	12840
AT5G63800	12839
AT5G52520	12835
AT2G19590	12829
AT3G62600	12822
AT4G02350	12812
AT1G53280	12805
AT1G30450	12801
AT2G02760	12799
AT3G03070	12799
AT3G27390	12794
AT3G56408	12792
AT1G50140	12787
AT1G72970	12787
AT2G43820	12785
AT1G28580	12782
AT1G75630	12780
AT2G47380	12778
AT2G33210	12776
AT2G37640	12775
AT2G47410	12770
AT1G06230	12769
AT3G08943	12769
AT2G29960	12764
AT3G16290	12761
AT5G58620	12761
AT3G22210	12760
AT4G23010	12747
AT4G19640	12746
AT1G67310	12743
AT5G40760	12740
AT3G56410	12739
AT5G53420	12739
AT1G71040	12737
AT4G28540	12736
AT3G25220	12732
AT5G61820	12731
AT5G38830	12727
AT5G24314	12726
AT5G14270	12722
AT1G02730	12712
AT3G09300	12701
AT2G30390	12697
AT1G23870	12694
AT4G22540	12685
AT4G15910	12680
AT2G01680	12678
AT5G55850	12672
AT4G39690	12667
AT2G07754	12664
AT2G16940	12664
AT3G51920	12663
AT4G04830	12658
AT1G53390	12649
AT5G61420	12634
AT1G24170	12631
AT1G69850	12629
AT3G27020	12627
AT2G23080	12626
AT5G49480	12623
AT5G51060	12617
AT3G10720	12612
AT2G15890	12610
AT5G64580	12598
AT3G05880	12597
AT3G09100	12590
AT3G54590	12590
AT3G49940	12589
AT1G08540	12588
AT5G57020	12588
AT5G47430	12579
AT1G52780	12578
AT5G35735	12574
AT3G54810	12570
AT1G21590	12568
AT1G16860	12565
AT3G16340	12560
AT2G20050	12557
AT3G43220	12556
AT5G43560	12556
AT3G22170	12546
AT1G05500	12542
AT1G21640	12534
AT2G22500	12534
AT3G15410	12534
AT1G49660	12527
AT3G23750	12525
AT4G34230	12522
AT1G13640	12518
AT1G22770	12517
AT2G45030	12511
AT3G07330	12509
AT5G57460	12505
AT2G31490	12504
AT3G28690	12501
AT1G12270	12496
AT3G54670	12496
AT1G48420	12495
AT2G35635	12491
AT4G13170	12488
AT3G23980	12485
AT5G07020	12479
AT5G12350	12479
AT1G03160	12470
AT4G16830	12469
AT4G27520	12469
AT2G31410	12467
AT1G08480	12464
AT1G29340	12460
AT2G36990	12458
AT1G69340	12451
AT3G52180	12449
AT4G16400	12443
AT4G17830	12441
AT1G64710	12438
AT4G09730	12436
AT2G26330	12427
AT2G44650	12426
AT1G48760	12422
AT3G18490	12413
AT3G33530	12409
AT1G15520	12407
AT5G23280	12405
AT1G28340	12398
AT1G32130	12397
AT5G66200	12396
AT2G20140	12391
AT2G38140	12388
AT3G62310	12381
AT2G04160	12377
AT2G34460	12375
AT5G42620	12373
AT1G08110	12369
AT2G42610	12367
AT3G11540	12366
AT3G14172	12354
AT5G54430	12353
AT1G78660	12350
AT4G27600	12349
AT2G01490	12339
AT5G38530	12333
AT5G45550	12325
AT4G29700	12324
AT1G62560	12323
AT5G52510	12323
AT3G61870	12319
AT2G34560	12316
AT1G19600	12315
AT4G01210	12314
AT4G22330	12313
AT4G16310	12309
AT5G27540	12306
AT2G20280	12305
AT1G76140	12303
AT4G13840	12302
AT5G37260	12300
AT1G65970	12298
AT5G63790	12292
AT2G03510	12287
AT3G46290	12284
AT3G13235	12275
AT3G27170	12275
AT3G16520	12274
AT1G72440	12261
AT5G46580	12259
AT2G37480	12256
AT2G19940	12255
AT5G45130	12252
AT1G64040	12248
AT1G27760	12246
AT5G47435	12243
AT5G41210	12242
AT1G64900	12240
AT3G21690	12236
AT4G21100	12236
AT1G48630	12235
AT1G01610	12234
AT5G03660	12234
AT3G25585	12233
ATCG00980	12230
AT5G07580	12228
AT5G07290	12224
AT3G18480	12222
AT2G34860	12220
AT4G14420	12220
AT1G31970	12219
AT5G55310	12218
AT2G26670	12212
AT4G22285	12212
AT1G09740	12205
AT4G25880	12204
AT3G16910	12203
AT3G08960	12195
AT1G16700	12190
AT2G21530	12189
AT4G27720	12187
AT1G21080	12180
AT3G10360	12180
AT5G10010	12175
AT5G59690	12169
AT2G17520	12162
AT5G04750	12162
AT3G58110	12161
AT1G59820	12155
AT3G52340	12152
AT1G53730	12149
AT2G39940	12149
AT5G10480	12148
AT1G65220	12147
AT2G18300	12147
AT2G35945	12141
AT4G00585	12141
AT5G06140	12141
AT5G23670	12135
AT2G18710	12133
AT5G51300	12132
AT5G35430	12124
AT3G02570	12123
AT3G14620	12123
AT1G77330	12117
AT5G18580	12116
AT5G19010	12115
AT2G38700	12110
AT1G33590	12107
AT2G35260	12106
ATMG00900	12106
AT2G02040	12100
AT5G43750	12099
AT4G09020	12098
AT1G65190	12094
AT3G11960	12093
AT3G10050	12090
AT3G54460	12088
AT5G18170	12081
AT2G31890	12075
AT3G10985	12068
AT1G13260	12064
AT1G19660	12064
AT2G03140	12062
AT4G23640	12061
AT5G37310	12060
AT4G20110	12057
AT5G61240	12054
AT4G04225	12051
AT5G26860	12050
AT2G06210	12049
AT1G02850	12047
AT2G07345	12047
AT1G78870	12046
AT4G31590	12030
AT2G39580	12027
AT4G01320	12027
AT1G25220	12016
AT1G23230	12009
AT5G20840	12009
AT1G80230	12008
AT3G01505	12003
AT3G07010	11997
AT4G13020	11995
AT2G25210	11991
AT4G02940	11987
AT3G46600	11984
AT5G08180	11981
AT5G11720	11981
AT5G15580	11978
AT1G01430	11977
AT1G06430	11977
AT2G21440	11977
AT1G04420	11976
AT5G46860	11976
AT2G02510	11975
AT2G31820	11974
AT3G02520	11974
AT4G38950	11974
AT5G47990	11972
AT4G15802	11971
AT3G03150	11969
AT1G61690	11967
AT2G02390	11963
AT2G18090	11962
AT1G06190	11955
AT4G16390	11954
AT5G11450	11954
AT5G54250	11952
AT4G16410	11951
AT2G39570	11950
AT5G42890	11945
AT5G61530	11945
AT3G22520	11942
AT3G62580	11942
AT2G32950	11941
AT5G57030	11941
AT1G57680	11940
AT4G28250	11932
ATCG01150	11932
AT3G16570	11931
AT4G30993	11931
AT2G37180	11930
AT3G12010	11930
AT5G35910	11928
AT1G22360	11921
AT1G63690	11921
AT3G03790	11920
AT5G43010	11920
AT3G18680	11919
AT1G19720	11917
AT1G62810	11917
AT2G30600	11913
AT5G54680	11910
AT4G36390	11909
AT4G09040	11908
AT2G41820	11907
AT4G34950	11905
AT5G15950	11904
AT1G60900	11902
AT1G06550	11892
AT5G46180	11890
AT1G63700	11886
AT2G29340	11886
AT1G21440	11884
AT1G63680	11880
AT1G27530	11879
AT4G31530	11878
AT4G35250	11878
AT5G48000	11874
AT1G16080	11872
AT2G23810	11868
AT4G32551	11868
AT3G48750	11867
AT3G60300	11865
AT1G12760	11860
AT2G44860	11860
AT1G22710	11859
AT5G57660	11855
AT5G64340	11850
AT3G05050	11846
AT3G26830	11843
AT4G25210	11836
AT1G43860	11835
AT2G16920	11827
AT5G46470	11819
AT4G18810	11815
AT5G13120	11813
AT1G44170	11811
AT5G52580	11809
AT2G27402	11808
AT3G56130	11808
AT3G51850	11800
AT4G17870	11800
AT1G28350	11798
AT1G18720	11797
AT4G13010	11793
AT5G63320	11793
AT1G29850	11792
AT2G07827	11789
AT5G58060	11789
AT1G04945	11780
AT1G64780	11779
AT1G47900	11778
AT3G48420	11776
AT5G58870	11766
AT3G06580	11765
AT3G10230	11763
AT5G67330	11763
AT1G18260	11757
AT3G07790	11749
AT5G07300	11745
AT5G07030	11740
AT5G09410	11739
AT5G08610	11734
AT5G56760	11730
AT5G13780	11729
AT1G12820	11723
AT1G14850	11720
AT4G32420	11720
AT5G64370	11715
AT2G25760	11714
AT5G38990	11710
AT2G13540	11709
AT2G04410	11708
AT5G13530	11706
AT4G14070	11699
AT3G22320	11693
AT4G31210	11692
AT5G65440	11692
AT4G27700	11691
AT1G21680	11683
AT3G63070	11681
AT1G55920	11676
AT5G03430	11675
AT3G23490	11672
AT1G64650	11669
AT1G75220	11669
AT5G22510	11669
AT3G58050	11668
AT3G58700	11665
AT5G67470	11658
AT3G51370	11657
AT5G04810	11655
AT5G35700	11653
AT3G13070	11652
AT5G32440	11649
AT2G08440	11641
AT1G55260	11637
AT4G28610	11634
AT3G61140	11628
AT1G49500	11624
AT2G39670	11624
AT4G35850	11623
AT1G51590	11613
AT3G20000	11613
AT2G01910	11611
AT2G14560	11610
AT3G10770	11610
AT1G14570	11609
AT1G01120	11608
AT3G55240	11607
AT3G60130	11605
AT3G17800	11601
AT4G26450	11600
AT5G44090	11593
AT2G07787	11591
AT1G65580	11590
AT1G27030	11586
AT2G30200	11581
AT3G28730	11581
AT5G11090	11581
AT1G24160	11577
AT1G13560	11576
AT1G50500	11572
AT3G12810	11572
AT4G10610	11572
AT3G61260	11566
AT3G55480	11565
AT4G19500	11558
AT2G42910	11553
AT5G07285	11553
AT5G05440	11551
AT5G36160	11549
AT2G23930	11542
AT4G24510	11541
AT4G26870	11540
AT5G25520	11535
AT1G53900	11531
AT5G53620	11530
AT1G60550	11529
AT2G25110	11529
AT5G22880	11529
AT3G13610	11528
AT3G52870	11524
AT4G20400	11523
AT1G79380	11522
AT4G24750	11521
AT3G15840	11518
AT1G05150	11517
AT3G15210	11514
AT5G15610	11504
AT1G20110	11502
AT5G11040	11497
AT1G20100	11486
AT2G35780	11485
AT1G76890	11483
AT2G43350	11483
AT4G02400	11483
AT3G56200	11479
AT5G65380	11479
AT5G17990	11478
AT1G23020	11477
AT3G44200	11474
AT5G51040	11470
AT1G09730	11462
AT3G04090	11460
AT3G51120	11457
AT2G23460	11456
AT1G79870	11455
AT3G57530	11450
AT3G14010	11449
AT2G25910	11446
AT5G21930	11441
AT5G56040	11441
AT3G19960	11438
AT5G06120	11438
AT4G04350	11437
AT5G49980	11435
AT2G33730	11433
AT3G19930	11433
AT3G20820	11430
AT1G61770	11427
AT3G10690	11427
AT3G20290	11426
AT1G69730	11425
AT3G55270	11423
AT1G53570	11419
AT1G54610	11419
AT2G25870	11411
AT2G15090	11406
AT3G04600	11405
AT4G31290	11405
AT5G20090	11401
AT1G60730	11396
AT4G08470	11395
AT1G49140	11383
AT2G38020	11378
AT4G32720	11377
AT2G18110	11374
AT3G46040	11374
AT5G18280	11372
AT5G51550	11370
AT2G25070	11366
AT1G72390	11363
AT5G55390	11347
AT2G46830	11338
AT5G05690	11333
AT4G23890	11331
AT5G56000	11330
AT2G20010	11326
AT5G13550	11326
AT1G69550	11325
AT1G70620	11324
AT5G47620	11319
AT3G46830	11317
AT1G74730	11315
AT2G29450	11299
AT4G13360	11298
AT5G55920	11295
AT1G12230	11290
AT4G00830	11287
AT3G02830	11285
AT5G06700	11279
AT5G49940	11275
AT1G56140	11269
AT5G24380	11269
AT5G39730	11267
AT3G48690	11263
AT5G08450	11259
AT3G11620	11258
AT2G05790	11253
AT3G10420	11253
AT5G65770	11249
AT1G52510	11247
AT1G34320	11244
AT4G26530	11244
AT5G45930	11243
AT2G07627	11241
AT2G24120	11241
AT2G07669	11240
AT2G01350	11233
AT3G04760	11233
AT4G38810	11231
AT1G38131	11230
AT2G20370	11230
AT1G07280	11229
AT5G60570	11227
AT1G68440	11223
AT3G62750	11223
AT1G11545	11221
AT4G04920	11210
AT2G47160	11207
AT2G46650	11206
AT5G19450	11203
AT2G42230	11199
AT2G26990	11198
AT5G37130	11197
AT3G47960	11195
AT5G40200	11190
AT2G31510	11186
AT1G77680	11183
AT5G08560	11183
AT3G26890	11182
AT1G01510	11181
AT3G12345	11180
AT4G27860	11180
AT3G48780	11179
AT5G04720	11175
AT3G53540	11172
AT4G02020	11172
AT2G19950	11168
AT4G05160	11168
AT3G17420	11166
AT1G04780	11164
AT5G18800	11162
AT4G26130	11158
AT4G26710	11158
AT1G26670	11155
AT1G66940	11150
AT5G16590	11149
AT5G19590	11148
AT1G35620	11147
AT4G25730	11147
AT2G07724	11146
AT2G41620	11144
AT1G12120	11143
AT2G04350	11143
AT3G23920	11142
AT1G65800	11139
AT3G25610	11138
AT5G10780	11134
AT4G22930	11129
AT1G48450	11127
AT1G72750	11127
AT3G13290	11118
AT5G18480	11118
AT1G06720	11117
AT3G14690	11114
AT3G04610	11111
AT1G80750	11110
AT3G27230	11108
AT3G49870	11107
AT4G17770	11107
AT2G39750	11106
AT3G01340	11104
AT5G09460	11103
AT4G11820	11099
AT1G33680	11095
AT3G62240	11095
AT2G46800	11090
AT3G49990	11089
AT3G11200	11083
AT3G28290	11081
AT1G54220	11077
AT3G09985	11070
AT5G50570	11066
AT5G48880	11065
AT1G05380	11058
AT5G25780	11049
AT1G12140	11048
AT3G54900	11045
AT5G41040	11045
AT2G17510	11039
AT1G19530	11032
AT2G47250	11031
AT3G24480	11028
AT2G17340	11026
AT2G24765	11024
ATMG01350	11024
AT4G02120	11022
AT2G38310	11021
AT5G48850	11013
AT1G01800	11007
AT2G01420	11006
AT1G70290	11004
AT5G44750	11004
AT1G44000	11001
AT2G26510	11001
AT2G45440	11000
AT1G61140	10998
AT3G01520	10995
AT3G13040	10990
AT3G05350	10986
AT2G44620	10985
AT1G43890	10981
AT1G14380	10965
AT1G28600	10964
AT4G32820	10960
AT5G46450	10960
AT1G75780	10958
AT4G19840	10958
AT3G06980	10957
AT4G39150	10957
AT3G63260	10955
AT5G46800	10954
AT5G16620	10950
AT4G16130	10942
AT4G14440	10941
AT1G47490	10938
AT4G12590	10938
AT3G04480	10935
AT2G05620	10934
AT3G28300	10932
AT4G21670	10925
AT2G27510	10924
AT3G10520	10924
AT3G57650	10915
AT5G18520	10912
AT5G40730	10910
AT4G14350	10909
AT5G06290	10905
AT3G49390	10904
AT3G16950	10902
AT5G37740	10901
AT1G53850	10896
AT5G63420	10895
AT2G36250	10892
AT2G16430	10890
AT5G51120	10887
AT2G30210	10884
AT2G41140	10884
AT1G34260	10882
AT1G26460	10881
AT1G64060	10880
AT1G13360	10877
AT2G28550	10874
AT2G41630	10873
AT2G09805	10865
AT1G50320	10861
AT5G67380	10861
AT3G23690	10860
AT5G46750	10860
AT4G36810	10859
AT3G02540	10858
AT5G13950	10856
AT5G51660	10856
AT4G14500	10852
AT2G37410	10851
AT4G02725	10850
AT4G21410	10850
AT4G36808	10849
AT5G42820	10846
AT2G45990	10843
AT1G34430	10841
AT3G48680	10833
AT5G12400	10822
AT5G45650	10821
AT2G01530	10820
AT5G03165	10817
AT5G27860	10812
AT1G14210	10811
AT3G03560	10808
AT2G26770	10807
AT1G10940	10804
AT5G49160	10803
AT1G10490	10801
AT2G39930	10794
AT1G14170	10787
AT3G21865	10782
AT2G19520	10776
AT3G51670	10776
AT5G41370	10775
AT1G22730	10774
AT2G22970	10774
ATCG00460	10771
AT2G47800	10769
AT2G34640	10762
AT3G02180	10758
AT1G18730	10755
AT1G02280	10754
AT1G02120	10753
AT2G43560	10753
AT3G46440	10753
AT4G30310	10748
AT1G16240	10747
AT5G17170	10744
AT5G58250	10744
AT4G29810	10743
AT3G12760	10736
AT1G35710	10734
AT2G36720	10734
AT2G45620	10734
AT1G32200	10732
AT1G31770	10731
AT3G23900	10730
AT1G09140	10727
AT3G48760	10725
AT2G28890	10723
AT3G12080	10720
AT1G01910	10719
AT3G63540	10717
AT5G50670	10708
AT1G14720	10707
AT5G11110	10707
AT2G25930	10706
AT4G29790	10706
AT4G25230	10705
AT3G02250	10703
AT5G17760	10703
AT1G08570	10699
AT3G55260	10699
AT2G32170	10695
AT5G62600	10695
AT1G09750	10689
AT1G23400	10689
AT5G56140	10688
AT5G45280	10686
AT4G23940	10671
AT3G21200	10666
AT5G23210	10666
AT3G46590	10665
AT1G10450	10659
AT1G07990	10656
AT5G22630	10654
AT3G23660	10649
AT4G27080	10649
AT1G27595	10647
AT3G07050	10641
AT4G04850	10639
AT5G43700	10637
AT1G26580	10628
AT1G55690	10627
AT2G19880	10625
AT5G36290	10625
AT4G21570	10623
AT2G32230	10620
AT5G07970	10619
AT3G26430	10618
AT5G56170	10616
AT5G02095	10614
AT1G73960	10610
AT1G03350	10609
AT3G63340	10607
AT4G07975	10605
AT5G50580	10605
AT3G59660	10596
AT2G24755	10595
AT2G39130	10595
AT1G80480	10591
AT1G78580	10589
AT3G26290	10589
AT3G26420	10586
AT3G27670	10586
AT5G67220	10585
AT5G06130	10580
AT2G21270	10579
AT3G45010	10579
AT4G09225	10568
AT5G06320	10568
AT5G04600	10567
AT5G60160	10567
AT3G10970	10558
AT4G12520	10558
AT5G15970	10557
AT5G59250	10553
AT1G70650	10543
AT2G37570	10542
AT2G35120	10539
AT3G14290	10539
AT2G42580	10533
AT3G25470	10532
AT3G62400	10526
AT1G48620	10509
AT4G27180	10509
AT1G28660	10508
AT1G16470	10505
AT1G16400	10500
AT2G06530	10498
AT2G43070	10496
AT2G04270	10493
AT2G36060	10493
AT1G62570	10491
AT3G23620	10484
AT3G53710	10483
AT1G05830	10482
AT1G74720	10480
AT1G74770	10479
AT5G45140	10478
AT2G28540	10467
AT1G21650	10465
AT4G39910	10465
AT3G19490	10463
AT2G24060	10459
AT5G05500	10459
AT5G60960	10459
AT1G73430	10456
AT4G19510	10456
AT1G01140	10453
AT4G33150	10450
AT5G13640	10444
AT3G27570	10441
AT4G21850	10439
AT1G68490	10438
AT1G62790	10435
AT2G22540	10435
AT2G46900	10432
AT2G01270	10430
AT3G49470	10427
AT2G38470	10426
AT5G15410	10424
AT3G15940	10423
AT5G27600	10423
AT5G50310	10418
AT1G43690	10414
AT2G36320	10408
AT3G04670	10408
AT3G59400	10405
AT5G13850	10396
AT3G23780	10394
AT3G02060	10393
AT3G52230	10392
AT4G04210	10390
AT2G43790	10385
AT2G46600	10384
AT1G18660	10383
AT3G16760	10380
AT1G05320	10379
AT1G52000	10378
AT5G20200	10378
AT2G03440	10376
AT3G63130	10376
AT1G04280	10374
AT1G14870	10374
AT4G34580	10373
AT1G04860	10371
AT5G10920	10369
AT5G03900	10367
AT2G17240	10365
AT4G12770	10365
AT5G49650	10361
AT1G18840	10359
AT1G73655	10359
AT3G61990	10358
AT3G26780	10356
AT4G36980	10356
AT5G27950	10346
AT2G39960	10341
AT4G11110	10340
AT5G53490	10339
AT5G44130	10337
AT1G09840	10336
AT4G00900	10334
AT2G37600	10333
AT3G26560	10333
AT1G15670	10332
AT4G26630	10330
AT5G43130	10330
AT1G08650	10329
AT1G77800	10327
AT3G56480	10326
AT5G22350	10325
AT1G73030	10324
AT4G33650	10322
AT1G09823	10321
AT3G12980	10313
AT1G04510	10311
AT1G65310	10308
AT3G04810	10306
AT4G10590	10306
AT5G59730	10304
AT5G59732	10304
AT2G17130	10300
AT2G27350	10300
AT4G39660	10300
AT1G03910	10296
AT2G47710	10295
AT3G23700	10294
AT3G44720	10292
AT3G59300	10287
AT5G58450	10285
AT3G01810	10282
AT5G61210	10282
AT1G23090	10279
AT3G10670	10279
AT3G13490	10273
AT1G48860	10271
AT1G27100	10270
AT5G41190	10265
AT4G38500	10264
AT5G16510	10262
AT1G53880	10261
AT3G26710	10259
AT1G31780	10258
AT1G51850	10256
AT1G09193	10255
AT5G66310	10254
AT5G40670	10251
AT1G12440	10248
AT2G39080	10239
AT5G64500	10238
AT5G45620	10226
AT1G58440	10223
AT5G16970	10221
AT5G60980	10218
AT2G21300	10208
AT5G60710	10208
AT1G60490	10205
AT2G45980	10205
AT2G02870	10198
AT4G26570	10195
AT1G51510	10193
AT2G42750	10192
AT1G27510	10188
AT1G54340	10186
AT1G54170	10181
AT5G13800	10176
AT2G26560	10173
AT4G26900	10173
AT3G66654	10171
AT4G13590	10166
AT5G43100	10164
AT5G43810	10164
AT4G03390	10162
AT1G60010	10160
AT5G09850	10159
AT1G07510	10152
AT1G19520	10150
AT3G48430	10150
AT4G36540	10149
AT1G32700	10148
AT3G23150	10146
AT1G80530	10144
AT2G26190	10142
AT5G20160	10142
AT5G13020	10138
AT1G76150	10136
AT3G63400	10136
AT1G16460	10135
AT3G25150	10134
AT1G48355	10133
AT2G32260	10131
AT1G14910	10130
AT1G79529	10123
AT1G09060	10122
AT5G07470	10120
AT2G39800	10119
AT5G09855	10118
AT5G67240	10117
AT4G22130	10115
AT4G39270	10114
AT3G55620	10109
AT3G58030	10105
AT1G04940	10104
AT1G70070	10103
AT4G17570	10101
AT3G16480	10100
AT3G48500	10098
AT1G70660	10097
AT2G27450	10097
AT5G03740	10095
AT3G23890	10094
AT4G32650	10091
ATMG01220	10089
AT1G20190	10084
AT5G66720	10082
AT4G11570	10078
AT1G54710	10077
AT5G09400	10071
AT1G50360	10068
AT3G27220	10065
AT4G00780	10064
AT1G66180	10058
AT5G14550	10057
AT4G37550	10056
AT4G18010	10052
AT1G50370	10051
AT2G36290	10047
AT1G56700	10042
AT3G26935	10041
AT5G44870	10033
AT5G19290	10032
AT5G41260	10025
AT2G23980	10024
AT3G04880	10023
AT4G07190	10023
AT4G37680	10023
AT5G50680	10022
AT5G37475	10021
AT2G18730	10020
AT1G59960	10019
AT4G33580	10018
AT5G03340	10011
AT2G31751	10009
AT1G06000	10006
AT1G06002	10006
AT5G04670	10002
AT2G20670	10000
AT3G20540	10000
AT4G00440	10000
AT5G49570	10000
AT3G04830	9998
AT1G09795	9997
AT3G59360	9997
AT3G61240	9996
AT5G32450	9995
AT3G14720	9994
AT5G05740	9993
AT3G55250	9992
AT4G28200	9985
AT2G29140	9978
AT3G09305	9978
AT5G45060	9978
AT1G52320	9977
AT3G05700	9976
AT2G21470	9975
AT3G16560	9973
AT1G72320	9970
AT1G76450	9969
AT4G30670	9966
AT3G13340	9965
AT3G16840	9965
ATMG00570	9963
AT1G75370	9962
AT5G08080	9962
AT5G43460	9962
AT1G06840	9958
AT3G46540	9958
AT5G02840	9954
ATMG00370	9952
AT3G62650	9950
AT4G31040	9947
AT3G09210	9943
AT2G02570	9942
AT1G64280	9935
AT1G21770	9934
AT2G43410	9934
AT3G14050	9934
AT1G16270	9932
AT5G05140	9932
AT1G07010	9929
AT2G31670	9925
AT5G65470	9924
AT4G15900	9921
AT2G14878	9920
AT5G18110	9915
AT1G77490	9912
AT5G16710	9910
AT5G25890	9910
AT3G54830	9904
AT2G28390	9900
AT3G21560	9900
AT1G21500	9898
AT1G73990	9897
AT4G30150	9897
AT5G21940	9897
AT5G24530	9897
AT4G18070	9891
AT5G38520	9889
AT5G03545	9886
AT1G67580	9885
AT3G07560	9883
AT3G51238	9883
AT3G51240	9883
AT4G38890	9883
AT3G04695	9882
AT4G29210	9882
AT1G52150	9879
AT2G39280	9877
AT3G11280	9874
AT3G54190	9871
AT5G06340	9871
AT3G53740	9861
AT1G42990	9858
AT2G07658	9858
AT5G66240	9856
AT3G02450	9855
AT4G28600	9855
AT2G07793	9854
AT1G30000	9850
AT3G42170	9849
AT2G17560	9842
AT4G01000	9839
AT2G43535	9837
AT3G49670	9837
AT4G12550	9835
AT4G40050	9831
AT3G13060	9829
AT1G29280	9827
AT1G80930	9827
AT2G45740	9819
AT5G03460	9818
AT5G12170	9817
AT1G70200	9816
AT2G34470	9816
AT3G56680	9816
AT1G28670	9808
AT1G75850	9807
AT3G04550	9803
AT3G55830	9792
AT5G48150	9790
AT2G44310	9789
AT1G48520	9786
AT4G28770	9782
AT5G16110	9782
AT1G28130	9781
AT5G55040	9777
AT4G05530	9769
AT2G47330	9768
AT1G27350	9766
AT2G32520	9763
AT4G28850	9760
AT1G08060	9759
AT2G38950	9758
AT3G19390	9758
AT1G21720	9755
AT3G48090	9752
AT4G03020	9752
AT3G07140	9750
AT3G19850	9749
AT5G43630	9749
AT1G52600	9746
AT1G10510	9745
AT3G15610	9745
AT2G35410	9743
AT1G70300	9739
AT3G55430	9735
AT1G48790	9732
AT1G28240	9724
AT4G25500	9724
AT5G12210	9718
AT1G49430	9717
AT2G46505	9717
AT3G48610	9717
AT2G30050	9716
AT1G22200	9715
AT3G57630	9715
AT1G26770	9713
AT5G47060	9712
AT3G15010	9711
AT1G11720	9707
AT2G45380	9701
AT4G26100	9700
AT2G36070	9698
AT1G05200	9697
AT4G17890	9696
AT3G53610	9694
AT4G34920	9694
AT2G13790	9693
AT2G20330	9692
AT4G08810	9682
AT3G07890	9676
AT5G04240	9676
AT1G15740	9670
ATMG00780	9669
AT4G12720	9668
AT1G45474	9667
AT3G10740	9665
AT4G31850	9665
AT2G39210	9663
AT1G65590	9662
AT1G08657	9659
AT3G45830	9657
AT2G21970	9649
AT5G59870	9649
AT1G70280	9648
AT5G65720	9648
AT2G36410	9646
AT5G19540	9642
AT1G51730	9640
AT2G02790	9639
AT5G20610	9638
AT1G50840	9637
AT2G31800	9637
AT1G20090	9635
ATCG00260	9635
AT1G06400	9634
AT5G15810	9632
