	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Rps27a	4.75746628195464e-161	-1.97374328674248	0.592	0.899	9.51493256390928e-158
Rps4x	9.46109873643518e-160	-2.14811227651019	0.552	0.893	1.89221974728704e-156
Rplp0	1.79258035224192e-156	-2.04724878527725	0.634	0.895	3.58516070448385e-153
Rpl10a	5.50900613669551e-146	-1.88887518527649	0.408	0.864	1.1018012273391e-142
Rplp2	1.24573103321125e-142	-1.79951394097343	0.6	0.899	2.49146206642251e-139
Rpl15	1.74173941760659e-141	-1.70499837294292	0.596	0.884	3.48347883521317e-138
Rps26	1.88688739315513e-139	-1.84952732568792	0.6	0.887	3.77377478631027e-136
Rpsa	2.53231855301852e-136	-2.01360374019585	0.568	0.884	5.06463710603704e-133
Rpl10	6.69503223778926e-133	-1.95695805047984	0.505	0.862	1.33900644755785e-129
Rps6	5.14282605185532e-129	-1.7292004153796	0.455	0.854	1.02856521037106e-125
Rpl41	7.07380637585448e-129	-1.68531738547649	0.655	0.892	1.4147612751709e-125
Rps18	6.76603096360626e-127	-1.7765633511657	0.594	0.876	1.35320619272125e-123
Ppia	1.60109103317931e-124	-1.80575890769944	0.682	0.884	3.20218206635861e-121
Rpl13	2.24093529485248e-122	-1.66946149537573	0.77	0.897	4.48187058970496e-119
Rpl3	1.72072542743413e-120	-2.12951178408952	0.343	0.8	3.44145085486825e-117
Rpl32	2.22146851715755e-120	-1.58622148289842	0.777	0.907	4.44293703431511e-117
Rps2	4.49706519665609e-118	-1.8768917991487	0.472	0.85	8.99413039331218e-115
Rps8	1.47176916043625e-117	-1.55655206131419	0.764	0.901	2.9435383208725e-114
Rps5	1.73049912169374e-117	-1.72344075688217	0.585	0.877	3.46099824338748e-114
Rps20	9.10589143331806e-116	-1.71136223450116	0.676	0.892	1.82117828666361e-112
Rpl39	2.2339805104505e-112	-1.66038012570821	0.688	0.892	4.467961020901e-109
Eef1b2	1.10512787854248e-111	-1.63044190775685	0.402	0.827	2.21025575708496e-108
Rps19	2.11230977695481e-111	-1.59724983564322	0.627	0.889	4.22461955390962e-108
Rpl22	4.25656546603828e-110	-1.46355358117893	0.541	0.874	8.51313093207657e-107
Rpl37	5.13523983076591e-105	-1.45605896783242	0.594	0.86	1.02704796615318e-101
