PX_Cd0_Rep1_nat	PX_Cd0_Rep2_nat	PX_Cd0_Rep3_nat	WT_Cd0_Rep1_nat	WT_Cd0_Rep3_nat
AT4G31265	1	3	0	0	6
AT4G31270	196	235	187	158	221
AT4G31280	59	48	50	56	65
AT4G31290	2203	2180	2456	2076	2490
AT4G31300	4391	3859	4318	4103	3348
AT4G31310	1006	861	962	827	801
AT4G31320	513	444	596	395	479
AT4G31330	156	193	159	183	142
AT4G31340	9726	9017	9699	9063	8514
AT4G31350	956	931	980	948	963
AT4G31351	151	205	195	150	144
AT4G31354	259	292	248	192	228
AT4G31355	81	124	131	63	102
AT4G31360	170	136	162	183	166
AT4G31370	3	8	7	13	6
AT4G31380	3	3	1	1	1
AT4G31390	1298	1413	1520	1112	1346
AT4G31398	137	136	159	121	159
AT4G31400	204	194	216	190	218
AT4G31405	211	219	238	184	220
AT4G31408	249	238	265	198	211
AT4G31410	781	765	853	716	743
AT4G31420	1634	1451	1737	1466	1377
AT4G31430	1186	1280	1303	1084	1312
AT4G31440	228	231	238	157	212
AT4G31441	59	58	60	63	51
AT4G31450	1005	1026	1016	943	986
AT4G31460	756	777	894	742	753
AT4G31470	143	104	86	107	96
AT4G31480	8623	9091	9942	8441	9322
AT4G31490	7968	7860	8742	7977	7599
AT4G31500	12447	11855	13339	9718	9604
AT4G31510	496	494	545	447	492
AT4G31520	32	35	30	22	27
AT4G31530	2187	2231	2467	2505	2488
AT4G31540	1141	1187	1284	1035	1096
AT4G31550	866	1111	1273	818	884
AT4G31560	567	637	715	669	783
AT4G31570	5988	7396	7781	5577	7054
AT4G31580	1937	1807	2084	1831	1628
AT4G31590	1947	2297	2724	2292	2770
AT4G31600	365	361	409	378	398
AT4G31610	3	1	5	5	2
AT4G31615	19	15	7	8	16
AT4G31620	39	46	39	54	37
AT4G31630	0	0	0	0	1
AT4G31640	3	3	5	2	4
AT4G31650	417	446	491	509	498
AT4G31660	1	0	1	2	2
AT4G31670	893	862	936	760	806
AT4G31680	5	3	6	8	10
AT4G31685	0	0	0	1	1
AT4G31690	5	3	6	2	7
AT4G31695	0	0	0	1	0
AT4G31700	25503	23608	25090	23114	19257
AT4G31710	36	46	37	25	31
AT4G31715	82	74	81	79	74
AT4G31720	1196	1099	1252	1013	1176
AT4G31730	488	436	498	468	347
AT4G31740	10	5	5	15	14
AT4G31750	669	728	790	661	689
AT4G31760	11	17	13	8	21
AT4G31770	487	485	477	386	385
AT4G31780	1651	1862	1974	1805	2286
AT4G31790	1078	1078	1151	879	806
AT4G31800	1519	1516	1615	1331	913
AT4G31805	126	156	172	164	161
AT4G31810	1185	1152	1293	1041	976
AT4G31820	893	1064	1115	869	1284
AT4G31830	1	4	1	0	0
AT4G31840	410	433	510	465	411
AT4G31850	1712	1910	2000	1819	2224
AT4G31860	1099	1233	1279	922	1041
AT4G31870	131	97	125	88	86
AT4G31875	115	74	90	79	69
AT4G31877	30	35	58	21	31
AT4G31880	2991	3324	3478	2840	3082
AT4G31890	521	572	652	545	549
AT4G31895	0	0	0	0	0
AT4G31900	1	1	1	3	1
AT4G31910	1111	954	1105	1153	979
AT4G31920	1182	1178	1299	1020	979
AT4G31930	225	194	249	210	233
AT4G31940	1611	1123	1270	542	240
AT4G31950	9	14	20	21	4
AT4G31960	4	4	5	1	4
AT4G31970	434	333	382	45	73
AT4G31980	539	575	561	483	538
AT4G31985	3519	3393	4044	4085	3277
AT4G31990	8523	7782	8489	9923	8221
AT4G32000	180	202	226	207	266
AT4G32010	1410	1638	1695	1216	1397
AT4G32020	6232	6622	7432	5645	6331
AT4G32030	856	808	1013	798	916
AT4G32040	1609	1540	1648	1466	1317
AT4G32050	590	626	698	524	553
AT4G32060	3964	4346	5156	4009	4575
AT4G32070	1132	1216	1269	941	1037
AT4G32080	8	1	5	11	8
AT4G32090	0	0	0	0	0
AT4G32100	0	0	0	0	0
AT4G32105	0	1	2	0	0
AT4G32110	0	0	0	0	1
AT4G32120	662	669	682	637	690
AT4G32130	1200	1218	1395	1172	1110
AT4G32140	833	740	828	821	781
AT4G32150	3891	3877	4161	3372	3914
AT4G32160	1364	1436	1539	1272	1372
AT4G32170	1	2	1	6	1
AT4G32175	356	324	290	300	295
AT4G32180	2965	3338	3370	2770	3098
AT4G32190	1324	1386	1552	1166	1297
AT4G32200	355	406	409	319	362
AT4G32208	191	165	163	116	87
AT4G32210	5293	5050	5603	5197	4580
AT4G32230	0	0	0	0	0
AT4G32240	986	889	960	830	840
AT4G32250	1105	1068	1202	934	961
AT4G32260	6953	6836	7724	8470	9104
AT4G32265	0	0	2	2	5
AT4G32270	305	264	390	306	377
AT4G32272	471	507	582	457	546
AT4G32280	88	91	121	178	182
AT4G32285	4501	4316	4781	4441	4494
AT4G32290	769	767	780	740	855
AT4G32295	162	161	152	154	161
AT4G32300	1717	1756	1823	1665	1809
AT4G32320	613	502	595	578	613
AT4G32330	3616	3724	3949	3754	4014
AT4G32340	995	883	975	990	1260
AT4G32342	1	3	3	1	1
AT4G32350	744	774	761	754	808
AT4G32360	440	452	489	417	469
AT4G32370	1	3	0	2	1
AT4G32375	0	0	0	0	0
AT4G32380	0	0	0	0	1
AT4G32390	3261	2779	3189	2872	2516
AT4G32400	1042	1156	1225	1021	970
AT4G32410	13601	18808	20383	13601	20009
AT4G32420	2305	2575	2583	1972	2285
AT4G32430	123	104	158	98	107
AT4G32440	941	1117	1233	925	1086
AT4G32445	23	33	30	35	36
AT4G32450	563	663	735	623	729
AT4G32460	4355	3824	4333	5799	5018
AT4G32470	5249	4460	4809	5155	3873
AT4G32475	1	3	1	2	0
AT4G32480	1816	1683	1725	1419	1514
AT4G32490	0	0	1	0	0
AT4G32500	3	6	3	7	4
AT4G32510	19	14	20	5	12
AT4G32520	3002	3012	3063	2862	2548
AT4G32530	2906	2735	3132	2993	2545
AT4G32535	76	89	80	85	73
AT4G32540	7	4	5	12	8
AT4G32551	2102	2690	2765	1786	2525
AT4G32560	793	854	1042	685	895
AT4G32570	1738	1840	2075	1587	1960
AT4G32580	0	3	2	3	0
AT4G32590	992	970	1128	1126	1137
AT4G32600	1456	1482	1534	1239	1289
AT4G32605	557	590	623	588	539
AT4G32610	1297	1178	1227	1175	1127
AT4G32620	2936	3314	3656	2778	3215
AT4G32630	10	16	10	4	14
AT4G32640	5218	5943	6530	4755	5965
AT4G32650	2310	2063	2227	1875	1616
AT4G32660	1171	1263	1491	1065	1247
AT4G32670	556	686	795	458	605
AT4G32680	415	482	525	426	448
AT4G32690	816	772	742	731	777
AT4G32700	980	1223	1332	1058	1206
AT4G32710	255	402	410	241	420
AT4G32714	2	1	2	0	0
AT4G32717	0	0	0	0	0
AT4G32720	2507	2263	2427	2219	1961
AT4G32730	951	1308	1367	909	1249
AT4G32750	347	364	427	367	402
AT4G32760	3406	3338	3754	3027	3280
AT4G32765	0	0	0	0	0
AT4G32770	363	366	349	318	259
AT4G32780	158	100	133	156	85
AT4G32790	518	543	581	532	509
AT4G32800	345	324	378	382	404
AT4G32810	262	279	240	193	185
AT4G32820	1994	2301	2452	1922	2291
AT4G32830	370	398	409	391	357
AT4G32840	568	659	631	659	750
AT4G32850	2785	3368	3673	2649	3625
AT4G32860	107	88	129	79	90
AT4G32870	289	264	281	228	214
AT4G32880	1114	1182	1245	1030	1222
AT4G32890	214	221	227	219	252
AT4G32900	523	598	605	482	462
AT4G32910	1341	1498	1619	1359	1394
AT4G32915	960	917	950	986	1012
AT4G32920	1019	1548	1816	947	1568
AT4G32930	869	847	959	952	755
AT4G32940	5689	5542	6221	4457	4829
AT4G32950	22	25	22	29	16
AT4G32960	548	599	679	591	590
AT4G32970	306	324	361	241	313
AT4G32980	843	928	1113	683	889
AT4G32990	28	26	24	23	30
AT4G33000	480	565	606	508	606
AT4G33010	27292	39113	43109	15491	27010
AT4G33020	94	86	63	45	23
AT4G33030	4660	4623	4853	6010	7853
AT4G33040	172	172	256	154	184
AT4G33050	3632	3785	4277	3157	2680
AT4G33060	1118	1187	1253	1107	1090
AT4G33070	7900	7490	8356	7230	7664
AT4G33080	976	1664	1608	896	1513
AT4G33090	9545	9192	9965	9231	9083
AT4G33100	406	409	427	451	390
AT4G33110	1564	1717	1674	1996	1673
AT4G33120	150	254	150	279	268
AT4G33130	184	167	190	210	169
AT4G33140	548	597	601	533	536
AT4G33145	3	1	1	2	2
AT4G33150	2128	2235	2321	1784	1982
AT4G33160	118	148	164	69	133
AT4G33170	111	132	142	106	108
AT4G33180	436	426	486	427	432
AT4G33200	2677	3023	3278	2442	2953
AT4G33210	2500	2738	3180	2247	2779
AT4G33220	5103	4578	4997	6184	4957
AT4G33230	33	16	35	35	29
AT4G33240	4897	5166	5709	4476	4865
AT4G33250	3724	3482	3952	3941	3493
AT4G33260	662	688	819	767	842
AT4G33270	1146	1172	1355	1212	1275
AT4G33280	11	20	11	14	17
AT4G33290	7	10	12	5	6
AT4G33300	4023	4147	4569	3329	3191
AT4G33310	81	70	94	56	79
AT4G33320	0	0	1	0	0
AT4G33330	131	127	157	149	138
AT4G33350	1131	1109	1221	1467	1303
AT4G33355	169	202	195	154	175
AT4G33360	3119	2754	3081	2919	2429
AT4G33370	4	0	6	1	5
AT4G33380	1845	1991	2015	1796	1911
AT4G33390	1	3	4	1	1
AT4G33400	534	543	685	621	634
AT4G33410	587	583	572	535	592
AT4G33420	528	425	514	552	377
AT4G33430	3155	3295	3614	2898	3120
AT4G33440	372	332	367	332	319
AT4G33450	25	35	28	32	31
AT4G33460	452	507	506	487	493
AT4G33465	7	6	7	8	6
AT4G33467	7	6	7	7	6
AT4G33470	913	950	1022	874	1007
AT4G33480	498	608	623	559	756
AT4G33490	663	543	691	804	929
AT4G33495	483	498	556	439	483
AT4G33500	1551	1708	1919	1797	2077
AT4G33510	4038	4003	4268	4155	4308
AT4G33520	890	1156	1243	1045	1220
AT4G33530	3294	3455	3663	3160	3317
AT4G33540	1137	1034	1071	1275	1185
AT4G33550	91	102	115	87	54
AT4G33560	1435	1321	1340	1196	1250
AT4G33565	1377	1288	1479	1145	1120
AT4G33580	2042	1913	2157	2057	1849
AT4G33585	91	113	134	118	128
AT4G33590	11	5	11	10	15
AT4G33600	0	0	0	0	1
AT4G33610	18	36	34	16	16
AT4G33620	563	553	614	468	545
AT4G33625	1040	1056	1130	1238	1331
AT4G33630	2618	2656	2978	2370	2775
AT4G33640	1475	1076	1318	1444	1215
AT4G33650	1919	2251	2392	1817	1943
AT4G33660	248	222	243	191	165
AT4G33666	241	218	242	186	254
AT4G33670	1159	1308	1309	1384	1558
AT4G33680	5101	4619	5185	7005	5691
AT4G33690	330	338	358	301	311
AT4G33700	1519	1441	1655	1202	1238
AT4G33710	0	1	1	3	1
AT4G33720	13804	11230	12828	6783	8435
AT4G33730	305	173	187	278	178
AT4G33735	26	24	26	19	20
AT4G33740	1010	1111	1123	1122	1207
AT4G33760	1358	1412	1484	1438	1514
AT4G33770	284	325	344	385	442
AT4G33780	965	931	1048	1064	931
AT4G33790	338	334	400	417	369
AT4G33800	19	34	40	21	28
AT4G33810	218	44	88	196	51
AT4G33820	8	3	10	17	6
AT4G33830	0	0	0	0	0
AT4G33840	1	26	3	14	0
AT4G33860	0	0	3	0	0
AT4G33865	3938	3503	3967	3825	3031
AT4G33870	0	4	6	5	7
AT4G33880	355	284	324	294	284
AT4G33885	0	1	0	0	1
AT4G33890	862	905	924	781	832
AT4G33900	0	0	0	0	1
AT4G33905	10	11	16	21	10
AT4G33910	1038	1009	1072	936	945
AT4G33920	1815	1673	1824	1385	1294
AT4G33925	51	63	56	47	44
AT4G33930	8	4	2	3	7
AT4G33940	636	680	706	628	602
AT4G33945	1371	1280	1376	1325	1352
AT4G33950	744	784	795	698	639
AT4G33960	408	365	429	537	476
AT4G33970	21	19	31	11	32
AT4G33980	296	283	346	218	315
AT4G33985	157	158	172	144	122
AT4G33990	196	218	240	172	231
AT4G34000	1343	1502	1518	1336	1298
AT4G34020	1130	1211	1249	971	1120
AT4G34030	1878	1979	2018	1800	1930
AT4G34035	7	0	1	2	4
AT4G34040	1498	1934	2028	1501	1893
AT4G34050	18346	16481	19043	16662	14677
AT4G34060	69	72	63	61	80
AT4G34070	887	907	968	851	833
AT4G34071	5	1	10	0	3
AT4G34080	40	36	29	20	32
AT4G34090	935	872	1077	998	942
AT4G34100	4126	4950	5605	4412	5350
AT4G34110	24809	26580	28915	24062	25963
AT4G34120	799	896	1150	1058	1404
AT4G34131	350	454	494	316	332
AT4G34135	323	610	629	302	453
AT4G34138	370	384	405	287	342
AT4G34139	177	173	174	137	153
AT4G34140	600	719	792	605	723
AT4G34150	1564	1542	1763	1220	984
AT4G34160	747	693	764	618	797
AT4G34170	1	1	0	0	0
AT4G34180	4228	4280	4829	3292	3422
AT4G34190	3299	3320	3910	4658	3956
AT4G34200	15219	15933	17770	12900	12760
AT4G34210	27	43	44	27	18
AT4G34215	1153	1130	1172	1131	1140
AT4G34220	405	559	625	456	812
AT4G34230	2916	2737	2942	2038	1889
AT4G34240	1258	1374	1415	1253	1355
AT4G34250	443	418	412	439	397
AT4G34260	3281	3340	3601	3350	3393
AT4G34265	756	647	861	717	813
AT4G34270	1178	1128	1228	1152	1115
AT4G34280	640	815	861	634	747
AT4G34290	1835	1547	1822	1946	1668
AT4G34300	2	0	0	0	3
AT4G34310	869	1014	1220	865	1202
AT4G34320	83	55	49	104	38
AT4G34330	7	5	9	12	2
AT4G34332	7	5	9	12	2
AT4G34340	229	220	249	189	204
AT4G34345	132	121	137	98	102
AT4G34350	7324	7118	7690	8991	8679
AT4G34360	166	174	196	134	134
AT4G34370	1183	1196	1260	1020	1210
AT4G34380	165	130	163	105	111
AT4G34390	1881	2092	2181	1617	1641
AT4G34400	17	18	24	25	25
AT4G34410	136	128	129	128	127
AT4G34412	299	262	282	280	244
AT4G34415	0	0	0	0	0
AT4G34419	43	50	52	66	44
AT4G34420	84	80	93	86	79
AT4G34430	1269	1508	1708	1185	1548
AT4G34440	0	2	1	4	0
AT4G34450	16793	16875	18368	17430	17455
AT4G34460	1769	1819	2035	1657	1786
AT4G34470	3	1	5	6	0
AT4G34480	1211	1275	1441	1038	1102
AT4G34490	3628	4032	4202	3864	3959
AT4G34500	692	653	755	674	622
AT4G34510	17	22	23	24	30
AT4G34520	0	2	1	4	0
AT4G34530	943	927	946	944	927
AT4G34540	1305	1301	1401	1304	1244
AT4G34550	72	61	80	76	88
AT4G34555	894	886	879	884	752
AT4G34560	431	376	476	395	391
AT4G34570	515	612	699	561	546
AT4G34580	2596	2038	2126	1706	1907
AT4G34590	593	741	744	449	566
AT4G34600	682	605	654	525	492
AT4G34610	1027	1109	1128	904	1012
AT4G34620	14395	14179	15962	17031	15649
AT4G34630	1024	807	881	835	654
AT4G34640	3020	3077	3337	3104	3267
AT4G34650	286	218	326	348	294
AT4G34660	1419	1346	1354	1378	1212
AT4G34670	13207	13333	14186	12133	11673
AT4G34680	376	391	526	369	394
AT4G34690	0	0	1	0	1
AT4G34695	0	0	0	0	0
AT4G34700	5774	4971	5575	5702	5032
AT4G34710	18595	23619	25397	20559	22508
AT4G34720	4824	4428	5005	5274	4117
AT4G34730	1154	1073	1138	1311	1071
AT4G34740	1332	1248	1407	1370	1208
AT4G34750	466	509	508	464	459
AT4G34760	654	612	707	687	733
AT4G34770	664	556	580	823	629
AT4G34780	7	6	6	5	9
AT4G34790	173	116	169	226	176
AT4G34800	103	108	117	137	118
AT4G34810	158	150	150	211	167
AT4G34830	4617	5146	5766	4689	5351
AT4G34840	311	278	318	287	250
AT4G34850	26	23	36	26	25
AT4G34860	1097	1142	1150	822	878
AT4G34870	19778	17214	20157	21799	16860
AT4G34880	140	138	168	136	142
AT4G34881	2970	3001	3170	2263	2923
AT4G34890	3586	4223	4539	3520	3829
AT4G34900	1222	1396	1566	1514	1968
AT4G34910	1070	1060	1102	903	889
AT4G34920	1877	1835	2145	1959	1878
AT4G34930	289	260	258	220	240
AT4G34940	13	11	5	24	16
AT4G34950	2093	2653	2892	1613	2654
AT4G34960	1097	1095	1098	1002	963
AT4G34970	122	117	105	167	132
AT4G34975	0	0	0	0	0
AT4G34980	3198	3277	3725	3404	3827
AT4G34990	152	166	175	134	131
AT4G35000	4965	4491	5164	4184	3886
AT4G35010	9	6	3	4	4
AT4G35020	743	696	774	667	719
AT4G35025	11	16	18	23	15
AT4G35030	813	774	847	645	719
AT4G35040	1808	1641	1833	1509	1461
AT4G35050	787	759	844	735	665
AT4G35060	490	441	431	438	343
AT4G35070	209	200	170	179	170
AT4G35080	964	1075	1182	870	1035
AT4G35090	14488	14983	16601	11277	10508
AT4G35100	10972	9964	10821	11459	9948
AT4G35110	303	267	274	224	155
AT4G35120	0	0	0	0	0
AT4G35130	124	152	166	124	146
AT4G35140	471	496	556	464	472
AT4G35150	0	0	33	0	36
AT4G35160	908	649	689	944	617
AT4G35165	1	1	3	1	1
AT4G35170	13	8	4	11	2
AT4G35180	219	267	260	251	121
AT4G35190	49	51	42	29	40
AT4G35200	65	48	71	76	69
AT4G35210	27	15	21	26	49
AT4G35220	1077	1063	1124	988	1042
AT4G35230	1419	1872	1908	1335	1788
AT4G35240	1388	1512	1481	1271	1391
AT4G35250	2037	2078	2379	2816	2568
AT4G35260	4719	4482	4914	4260	3775
AT4G35270	1398	1489	1602	1115	1457
AT4G35280	0	0	0	0	0
AT4G35290	240	251	241	217	248
AT4G35295	48	37	34	29	32
AT4G35300	1662	1695	1949	1590	1708
AT4G35310	5109	5092	5434	4466	4624
AT4G35320	479	402	434	507	432
AT4G35335	749	723	895	769	813
AT4G35350	1417	803	969	1400	717
AT4G35360	1605	1602	1693	1534	1457
AT4G35370	2	0	4	0	2
AT4G35375	0	0	0	0	0
AT4G35380	1673	1861	2038	1389	1658
AT4G35390	59	55	76	60	47
AT4G35410	457	339	486	414	409
AT4G35420	262	243	289	222	271
AT4G35430	152	172	164	166	171
AT4G35440	562	729	766	630	777
AT4G35450	7655	7950	8549	7721	7641
AT4G35460	905	827	939	926	879
AT4G35470	1248	1285	1423	1379	1393
AT4G35480	70	66	75	48	66
AT4G35485	31	37	35	26	40
AT4G35490	1628	1613	1759	1739	1489
AT4G35500	640	647	690	579	532
AT4G35510	516	472	494	440	426
AT4G35519	1	2	2	1	2
AT4G35520	107	89	123	84	107
AT4G35530	285	296	328	265	306
AT4G35540	174	156	176	150	141
AT4G35550	759	649	691	672	582
AT4G35560	676	800	858	818	915
AT4G35570	1470	1345	1395	1364	1307
AT4G35580	804	929	933	776	821
AT4G35590	37	34	52	21	18
AT4G35600	1122	1124	1246	957	941
AT4G35610	0	0	0	0	0
AT4G35620	435	437	437	401	340
AT4G35630	5482	5069	5495	4616	3310
AT4G35640	320	302	363	379	337
AT4G35650	0	6	4	5	10
AT4G35655	0	0	0	0	0
AT4G35660	11	12	17	13	7
AT4G35670	0	0	0	0	0
AT4G35680	6	0	9	5	6
AT4G35685	50	51	64	52	54
AT4G35690	3	3	4	7	0
AT4G35700	5	6	5	0	3
AT4G35710	0	0	1	0	0
AT4G35720	561	501	534	705	580
AT4G35725	1	2	0	0	0
AT4G35730	472	455	478	521	459
AT4G35733	0	0	0	0	0
AT4G35740	543	600	630	484	566
AT4G35750	5401	5216	5401	4488	5420
AT4G35760	1286	1279	1447	1450	1608
AT4G35770	392	392	431	456	539
AT4G35780	1445	1573	1757	1405	1555
AT4G35783	39	30	28	26	36
AT4G35785	1145	1180	1389	1183	1166
AT4G35790	7344	7357	8416	7085	7697
AT4G35800	5573	8958	9540	5081	8921
AT4G35810	14	19	33	25	29
AT4G35820	7	5	2	0	2
AT4G35830	23955	24757	26902	23090	23552
AT4G35840	148	136	172	206	191
AT4G35850	2350	2334	2593	2225	2121
AT4G35860	1061	1108	1156	879	923
AT4G35870	649	740	782	649	716
AT4G35880	650	727	856	677	734
AT4G35890	2676	2910	3168	2392	2756
AT4G35900	25	37	49	22	41
AT4G35905	216	192	209	272	214
AT4G35910	521	512	583	491	506
AT4G35920	1298	1435	1494	1394	1505
AT4G35930	285	348	336	260	340
AT4G35940	784	768	775	759	730
AT4G35950	887	921	965	878	818
AT4G35970	173	163	168	221	176
AT4G35980	516	487	534	477	431
AT4G35985	381	322	337	301	248
AT4G35987	368	366	463	398	434
AT4G36000	40	30	40	15	44
AT4G36010	307	370	413	333	283
AT4G36020	303	484	566	339	496
AT4G36030	921	978	1061	763	886
AT4G36032	921	978	1061	763	886
AT4G36040	1377	1557	1767	1363	1619
AT4G36050	424	442	473	496	529
AT4G36052	242	248	272	269	311
AT4G36060	46	59	59	62	39
AT4G36070	12	13	21	12	20
AT4G36080	4068	5328	5820	3523	4943
AT4G36090	741	800	823	612	700
AT4G36100	1	1	2	2	0
AT4G36105	14	15	17	24	24
AT4G36110	138	148	136	162	149
AT4G36120	521	555	618	440	390
AT4G36130	5921	5837	6476	5998	5183
AT4G36140	3132	3315	3761	3152	3154
AT4G36150	593	667	691	525	590
AT4G36160	73	62	71	85	84
AT4G36170	12	12	20	11	16
AT4G36180	1177	1659	1765	1239	1673
AT4G36190	1502	1702	1807	1230	1520
AT4G36195	3469	3487	3666	3161	3239
AT4G36197	3	2	5	2	3
AT4G36210	3459	3637	3808	2940	3323
AT4G36220	7119	7026	7339	5867	5292
AT4G36230	4	13	17	4	10
AT4G36240	293	357	338	357	342
AT4G36245	0	1	0	2	1
AT4G36250	5604	4733	5210	5680	4604
AT4G36260	52	61	56	54	61
AT4G36270	144	198	212	238	208
AT4G36280	172	216	273	201	271
AT4G36290	743	766	847	729	756
AT4G36350	10	5	6	26	34
AT4G36360	8521	8256	8958	8909	8472
AT4G36370	2	1	5	6	5
AT4G36380	1513	1590	1665	1456	1435
AT4G36390	2029	2192	2522	2383	2783
AT4G36400	1261	1317	1377	1194	1261
AT4G36410	212	219	252	226	231
AT4G36420	1150	1247	1233	1030	1087
AT4G36430	1319	1128	1211	1398	927
AT4G36440	1169	1143	1234	1207	1215
AT4G36450	24	19	24	19	11
AT4G36460	0	0	0	0	0
AT4G36470	206	190	198	201	188
AT4G36480	1559	1578	1774	1526	1542
AT4G36490	0	3	1	0	1
AT4G36500	1929	1500	1649	1536	981
AT4G36510	5	2	14	2	9
AT4G36515	134	176	239	160	229
AT4G36520	554	1027	967	536	947
AT4G36530	615	639	743	757	759
AT4G36540	2080	1886	2060	2033	2090
AT4G36550	971	1050	1112	893	961
AT4G36560	0	0	0	0	0
AT4G36570	155	123	148	160	178
AT4G36580	299	377	397	266	334
AT4G36590	1	2	6	3	4
AT4G36600	0	0	0	3	1
AT4G36610	381	346	375	317	267
AT4G36620	40	26	16	22	18
AT4G36630	3080	3085	3514	2834	2914
AT4G36635	0	0	0	0	0
AT4G36640	1991	1741	1782	1424	1376
AT4G36648	5354	6099	6927	4645	5504
AT4G36650	487	546	599	400	429
AT4G36660	936	747	808	743	752
AT4G36670	872	911	994	818	716
AT4G36680	843	794	812	739	647
AT4G36690	3898	4575	4837	3883	4371
AT4G36700	39	52	38	9	16
AT4G36710	505	470	530	452	503
AT4G36720	687	699	737	686	703
AT4G36730	1785	1802	1822	1676	1751
AT4G36740	30	32	25	31	21
AT4G36750	1378	1054	1210	1225	993
AT4G36760	2893	3251	3533	2880	3044
AT4G36770	110	140	153	185	173
AT4G36780	868	968	1024	746	1028
AT4G36790	413	436	463	468	500
AT4G36791	37	44	47	26	53
AT4G36795	37	40	46	25	56
AT4G36800	3191	3108	3223	3141	2844
AT4G36808	2472	1932	2054	2571	1820
AT4G36810	2473	1935	2058	2572	1821
AT4G36820	41	45	36	40	43
AT4G36830	19	44	20	12	25
AT4G36840	223	254	283	256	294
AT4G36850	2959	3097	3455	2620	2828
AT4G36860	2802	2876	3139	2241	2500
AT4G36870	636	891	898	642	1016
AT4G36880	102	90	111	87	66
AT4G36890	1131	1252	1385	1147	1157
AT4G36900	10	24	34	11	24
AT4G36910	488	480	554	562	694
AT4G36920	1238	1363	1399	1142	1221
AT4G36925	0	0	1	5	0
AT4G36930	260	273	312	241	291
AT4G36940	1655	1536	1873	1680	1570
AT4G36945	667	635	722	646	595
AT4G36950	20	22	28	5	4
AT4G36960	1193	1282	1394	1127	1262
AT4G36970	1456	1509	1576	1705	1651
AT4G36980	1802	2359	2402	1560	2233
AT4G36990	1969	1881	1934	1346	1257
AT4G37000	1161	928	1007	1178	915
AT4G37010	743	680	627	559	384
AT4G37020	443	453	460	416	382
AT4G37022	27	43	40	20	41
AT4G37030	236	381	319	182	130
AT4G37040	1496	1588	1702	2103	1941
AT4G37050	131	140	157	151	160
AT4G37060	56	45	45	14	46
AT4G37070	2502	1876	2006	1656	1393
AT4G37080	1291	1442	1550	1403	1642
AT4G37090	838	792	871	768	562
AT4G37095	130	113	132	131	161
AT4G37100	1018	1005	1105	993	1140
AT4G37110	492	549	576	592	608
AT4G37120	3891	3677	3626	3181	2951
AT4G37130	444	552	593	419	440
AT4G37140	5	7	14	3	7
AT4G37150	115	128	104	79	58
AT4G37160	333	351	457	406	491
AT4G37170	109	127	121	89	85
AT4G37175	1	0	0	0	1
AT4G37180	2159	1909	1986	1832	1662
AT4G37190	754	752	892	745	800
AT4G37200	849	892	956	1086	1102
AT4G37210	1116	1156	1236	1033	1121
AT4G37220	36	5	26	20	43
AT4G37225	8	2	2	13	8
AT4G37230	14	5	11	24	17
AT4G37235	4	9	7	12	13
AT4G37240	26	57	67	24	47
AT4G37250	478	549	569	428	571
AT4G37260	891	911	921	671	724
AT4G37270	2774	2785	2986	2656	2760
AT4G37280	1055	1027	1145	951	1045
AT4G37290	23	29	26	23	10
AT4G37295	58	89	62	56	42
AT4G37300	5641	5347	5804	5609	4931
AT4G37310	1523	1563	1780	988	1012
AT4G37320	1041	955	1014	781	745
AT4G37330	1160	1071	1262	958	1082
AT4G37340	211	154	144	143	106
AT4G37360	0	0	0	0	0
AT4G37370	814	1034	883	429	167
AT4G37380	310	283	281	250	307
AT4G37390	1503	1327	1362	1389	702
AT4G37400	158	187	226	139	198
AT4G37409	5453	4851	5096	4652	3993
AT4G37410	5476	4892	5133	4665	4018
AT4G37420	14	15	8	14	10
AT4G37430	506	512	514	416	453
AT4G37432	506	512	514	416	453
AT4G37435	1	0	0	0	0
AT4G37440	1842	1960	2140	1755	1848
AT4G37445	60	53	60	102	55
AT4G37450	588	859	909	671	903
AT4G37460	3832	4180	4609	3340	3881
AT4G37470	1660	1491	1702	1558	1412
AT4G37480	533	585	686	466	608
AT4G37483	93	80	127	87	120
AT4G37490	275	268	321	265	273
AT4G37500	2	4	5	1	5
AT4G37510	2942	2838	3282	3418	3475
AT4G37520	6492	6421	6794	2943	2896
AT4G37530	1358	1210	1396	966	725
AT4G37540	461	738	623	466	670
AT4G37550	2040	1979	2150	1860	2027
AT4G37553	476	515	515	326	392
AT4G37560	521	560	555	352	433
AT4G37580	208	182	217	177	218
AT4G37590	2688	2684	2959	2976	3036
AT4G37608	254	221	224	184	190
AT4G37610	1104	1004	1076	734	726
AT4G37630	169	195	237	178	224
AT4G37640	4557	4418	4876	4672	4154
AT4G37650	692	522	563	637	568
AT4G37660	439	458	501	544	485
AT4G37670	449	439	496	416	402
AT4G37680	1970	1838	2204	1951	2060
AT4G37682	64	74	77	73	68
AT4G37685	86	111	104	98	93
AT4G37690	60	50	73	48	43
AT4G37700	93	51	70	78	61
AT4G37710	25	22	18	2	2
AT4G37720	1	0	0	1	0
AT4G37730	163	129	162	161	139
AT4G37740	164	163	188	167	210
AT4G37750	733	790	782	721	821
AT4G37760	1374	1440	1604	1293	1300
AT4G37770	35	22	29	67	71
AT4G37780	10	20	21	31	10
AT4G37790	1686	1592	1658	1429	1368
AT4G37800	11053	9241	10396	12312	9954
AT4G37810	76	100	91	67	52
AT4G37820	450	598	594	374	630
